itemID,title,gender,style,outline,materials,color,pattern,detail,donning、doffing,URL link
p409,蓝格纹不规则半裙,女款,复古甜酷半裙,短款型,格纹面料,蓝、白,格纹纹理,松紧腰头,穿脱式,https://item.taobao.com/item.htm?abbucket=2&id=967853183559&mi_id=00009NNRPkik2YD6deGzHczE-rb_CY7B7filCn89d0cuhhQ&ns=1&priceTId=2147820617687469111148064e1308&skuId=6082628667435&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%229f5918388c27be9cdc2aeb5b6af25387%22%7D&xxc=taobaoSearch
p410,白色蕾丝长筒袜,女款,甜美优雅袜,长筒型,蕾丝面料,白色,蕾丝装饰,蝴蝶结袜口,穿脱式,https://item.taobao.com/item.htm?abbucket=2&id=945925869338&mi_id=0000kYkgsD5fA3cUbES4wAAnPaQ5e_dXzXWHOTJyrKDyEB4&ns=1&priceTId=2147820617687469209068860e1308&skuId=6018121627881&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%225ff54a9c5bd0131e8adee0b2d1759bea%22%7D&xxc=taobaoSearch
p411,银白拼色休闲鞋,通用款,潮酷休闲鞋,低帮平底型,金属感面料,银、米白,品牌标志装饰,系带固定,穿脱式,https://dw4.co/t/A/1u7PryuL0
p412,粉白格纹无袖POLO衫,女款,甜美学院风上衣,短款型,格纹面料,粉、白,格纹纹理,POLO领,套头式,https://detail.tmall.com/item.htm?abbucket=2&id=906492476947&mi_id=0000qLA_qVwDiLxHWDZ824C-WQ_GVwfhk5zvIseIW02Xxf8&ns=1&priceTId=2147820617687469546623204e1308&skuId=5764817276263&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22a3ca7f8ac20d65c1abd69d67d00b6ab6%22%7D&xxc=taobaoSearch
p413,粉白格纹百褶短裙,女款,甜美学院风半裙,短款型,格纹面料,粉、白,格纹、百褶纹理,松紧腰头,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=906492476947&mi_id=0000qLA_qVwDiLxHWDZ824C-WQ_GVwfhk5zvIseIW02Xxf8&ns=1&priceTId=2147820617687469546623204e1308&skuId=5764817276263&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22a3ca7f8ac20d65c1abd69d67d00b6ab6%22%7D&xxc=taobaoSearch
p414,浅粉缎面玛丽珍鞋,女款,温柔优雅单鞋,平底型,缎面面料,浅粉,小标装饰,搭扣固定,穿脱式,https://dw4.co/t/A/1u7QFdr5L
p415,米黑波点无袖上衣,女款,复古甜酷上衣,短款型,雪纺面料,米、黑,波点纹理,荷叶边装饰,套头式,https://detail.tmall.com/item.htm?abbucket=2&id=905394227398&mi_id=0000s8BrWsvhp6WVXeEK3B_nZulpLOIJfBCNYGl9MxH7450&ns=1&priceTId=2147820617687469968686417e1308&skuId=5764918308839&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22a8b31a8f434fb6852e7737abec726be9%22%7D&xxc=taobaoSearch
p416,黑色网纱短裤,女款,甜酷休闲裤装,短裤型,网纱面料,黑色,蝴蝶结装饰,松紧腰头,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=906573764295&mi_id=0000BZe7BWgZwXo8W74F_8XNwIPsrWmUWD3STtnzZaASGv8&ns=1&priceTId=2147820617687470071647152e1308&skuId=5766808821262&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2269d162afd83447ac13aed5d78626e9fa%22%7D&xxc=taobaoSearch
p417,黑白格纹褶皱手提包,女款,复古时尚包袋,手提型,格纹面料,黑、白,褶皱纹理,手提肩带,开合式,https://item.taobao.com/item.htm?abbucket=2&id=921340637222&mi_id=0000MPURY-qhicrp_C5hpdYeN7gbwl8lsegqscdAmk6RVGM&ns=1&priceTId=2147820617687470467512417e1308&skuId=5796441453211&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%221c577fd753367c0426d8cb1a4b74cc61%22%7D&xxc=taobaoSearch
p418,黑色缎带长筒袜,女款,甜酷优雅袜,长筒型,针织面料,黑色,缎带装饰,波浪袜口,穿脱式,https://item.taobao.com/item.htm?abbucket=2&id=817180379358&mi_id=0000BxPoKts7ew4jVdkeysJBPw6oSavvjsNZO8L-VgfUgXQ&ns=1&priceTId=2147820617687470600903581e1308&skuId=5685672138923&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22030553d3a3a23efe4898f4c38355e883%22%7D&xxc=taobaoSearch
p419,黑色双扣玛丽珍鞋,女款,甜酷优雅单鞋,平底型,皮质面料,黑色,金属扣装饰,系带固定,穿脱式,https://dw4.co/t/A/1u7QFu9XH
p420,浅蓝明线装饰连帽外套,女款,简约潮酷外套,短款型,棉质面料,浅蓝,明线装饰,拉链开合,拉链式,https://detail.tmall.com/item.htm?abbucket=2&id=767802548962&mi_id=0000cblPnZaBYqyRzR6OHamkaJmIhWzHze_sT2A-320LzYA&ns=1&priceTId=2147820617687470782375369e1308&skuId=5439297690588&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22c0703376ed2c194a5cbc076bfff9c693%22%7D&xxc=taobaoSearch
p421,白色小狗印花长袖衫,女款,可爱休闲上衣,修身型,棉质面料,白、黑,小狗印花,半高领设计,套头式,https://detail.tmall.com/item.htm?abbucket=2&id=973088834276&mi_id=0000nF_hPURDCSFyFs6yFLmEzPuqecjjZ9iAXNaDncxfwkI&ns=1&priceTId=2147820617687471152438455e1308&skuId=5924658604828&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2291ddc627eb74e5bbc88be272ec4f1553%22%7D&xxc=taobaoSearch
p422,浅蓝宽松阔腿裤,女款,简约休闲裤装,阔腿型,棉质面料,浅蓝,明线装饰,松紧腰头,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=767802548962&mi_id=0000cblPnZaBYqyRzR6OHamkaJmIhWzHze_sT2A-320LzYA&ns=1&priceTId=2147820617687470782375369e1308&skuId=5439297690588&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22c0703376ed2c194a5cbc076bfff9c693%22%7D&xxc=taobaoSearch
p423,银灰户外运动鞋,通用款,潮酷户外鞋,高帮型,网面、皮质,银灰、黑,品牌标志装饰,系带固定,穿脱式,https://dw4.co/t/A/1u7R45o1C
p424,黑底花朵印花卫衣,女款,甜酷休闲卫衣,宽松型,做旧面料,黑、白、蓝,花朵印花,圆领设计,套头式,https://detail.tmall.com/item.htm?abbucket=2&id=821066601375&mi_id=0000CUv0kD4LfkXF53lEQFV9fq6FWOaiATMgL5h4dZJUsvI&ns=1&priceTId=2147820617687471508593332e1308&skuId=5696450974097&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2222b6dd371c56f9e19688a46dff352820%22%7D&xxc=taobaoSearch
p425,湖蓝喇叭卫裤,女款,温柔休闲裤装,喇叭型,棉质面料,湖蓝,无图案,松紧腰头,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=821201520834&mi_id=0000szST0gkDt3UKZyY6EoYN8uNvdzX6OeJ2HjZYMKpVSrM&ns=1&priceTId=2147820617687471623564239e1308&skuId=5698579035116&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%228b5e6cf7f52ecfd8fab157234685a7f0%22%7D&xxc=taobaoSearch
p426,绿色褶皱挂饰包,女款,可爱装饰包,迷你型,皮质面料,绿色,褶皱纹理,挂扣式,开合式,https://detail.tmall.com/item.htm?abbucket=2&id=742374343086&mi_id=0000aOm14A5sMaI2BwliTUAHl5kQGccI3YgbTgW03m_jNHU&ns=1&priceTId=2147820617687471733144928e1308&skuId=5121207665379&spm=a21n57.imgsearch.item.4&utparam=%7B%22aplus_abtest%22%3A%22f913aa2a421dd585fc121e4ec85b667c%22%7D&xxc=taobaoSearch
p427,灰白拼色休闲鞋,女款,简约休闲鞋,低帮型,网面、绒面,灰白,无图案,系带固定,穿脱式,https://dw4.co/t/A/1u7QfWYws
p428,米白海军领爱心卫衣,女款,甜美学院风卫衣,宽松型,棉质面料,米白、黑,爱心星星印花,海军领设计,套头式,https://detail.tmall.com/item.htm?abbucket=2&id=876730419060&mi_id=0000pEMtwrI50lAyPsUoVWPB7LmXFqB4ApOln7FV62wDs7E&ns=1&priceTId=2147820617687471949276459e1308&skuId=5883316970730&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%225b85019c71fd8c4d6749eb6e932a6be1%22%7D&xxc=taobaoSearch
p429,黑色网纱蛋糕裙,女款,甜酷优雅半裙,短款型,网纱面料,黑色,蝴蝶结装饰,松紧腰头,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=943775319170&mi_id=0000572rLClhXWi6kNntxyP3f9cRS4lI8tCN-mjZVmxu00o&ns=1&priceTId=2147820617687472363421086e1308&skuId=5848802157207&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22d881a4a18fd9460fdca57c421c130d1a%22%7D&xxc=taobaoSearch
p430,黑底粉格纹毛绒包,女款,甜酷时尚包袋,手提型,毛绒面料,黑、粉白,格纹标装饰,双提手,开合式,https://item.taobao.com/item.htm?abbucket=2&id=793000221650&mi_id=0000ZnPlDTB89g9JrgtO_9NFEDNAuSBxV4-Bivtv_yUei_Q&ns=1&priceTId=2147820617687472494802039e1308&skuId=5412424292583&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22170e7bee49f67b37f18aff44855797dc%22%7D&xxc=taobaoSearch
p431,黑底粉蝴蝶结中筒袜,女款,甜酷优雅袜,中筒型,针织面料,黑、白、粉,蝴蝶结刺绣,木耳边袜口,穿脱式,https://item.taobao.com/item.htm?abbucket=2&id=865615611465&mi_id=0000eLj6zK27CBFlXCwXzY_LO8QKleAa6qG_oYBr8EzeaAE&ns=1&priceTId=2147820617687472652263240e1308&skuId=5858205606549&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2239191dd38b6bc2a383c51016a094e083%22%7D&xxc=taobaoSearch
p432,黑白拼色休闲鞋,通用款,潮酷休闲鞋,低帮型,皮质、绒面,黑、白,品牌标志装饰,系带固定,穿脱式,https://dw4.co/t/A/1u7Ogz1yf
p433,黑底兔子蛋糕印花卫衣,女款,可爱休闲卫衣,宽松型,毛绒面料,黑、白、粉,兔子蛋糕印花,连帽、撞色口袋,套头式,https://detail.tmall.com/item.htm?abbucket=2&id=747335714401&mi_id=0000MK7IxWtcCo2bWh6jseck4OK2D7UHM1RhMEkoUjAwOKU&ns=1&priceTId=2147820617687473086886384e1308&skuId=5322549902084&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22fe10e3fb78d8a70c773292349ce590b9%22%7D&xxc=taobaoSearch
p434,米白小狗刺绣长袖衫,女款,温柔甜美上衣,修身型,针织面料,米白、黑、粉,小狗刺绣,波浪边装饰,套头式,https://detail.tmall.com/item.htm?abbucket=2&id=981537581150&mi_id=0000tflU_h56GRTbOp_T8ImtOgHG2UOcixf_VbrQ_SP2OD8&ns=1&priceTId=2147820617687473184847035e1308&skuId=5940137985228&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2274369e4d31cf99754479c208380590dd%22%7D&xxc=taobaoSearch
p435,黑底毛边喇叭裤,女款,甜酷休闲裤装,喇叭型,棉质面料,黑、白,毛边裤脚,松紧腰头,穿脱式,https://item.taobao.com/item.htm?abbucket=2&id=838927613535&mi_id=0000YtloKp3eGhTY4LOv_3d3WpARcYpDeCbREUZzsuvNg5U&ns=1&priceTId=2147820617687473286157748e1308&skuId=5602196481921&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2290e5b59e236a4a47f1faeea6cc79f8c9%22%7D&xxc=taobaoSearch
p436,米白毛绒彩钻手提包,女款,可爱时尚包袋,手提型,毛绒面料,米白、彩色,彩钻装饰,编织肩带,开合式,https://item.taobao.com/item.htm?abbucket=2&id=875983122234&mi_id=0000trBtvCAyOQsyNGxyIF7_Z83kT5bxPcM2rYFwt_nrS8Y&ns=1&priceTId=2147820617687473421858709e1308&skuId=5715626825616&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22425c5d72473aaef2a9bbd8da4553d48d%22%7D&xxc=taobaoSearch
p437,黑底毛绒NY穆勒鞋,女款,潮酷休闲鞋,穆勒型,毛绒面料,黑、白,NY标志装饰,套脚式,穿脱式,https://dw4.co/t/A/1u7PUF3cR
p438,黑粉拼色蛋糕印花短袖衫,女款,甜酷休闲上衣,短款型,棉质面料,黑、粉,蛋糕印花,插肩袖设计,套头式,https://detail.tmall.com/item.htm?abbucket=2&id=701415140739&mi_id=00008rA7nH4vNutYqk3nkPTavsCpnnNem8WgFQhSuqWq2NQ&ns=1&priceTId=2147820617687475471387874e1308&skuId=5118055898124&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22317602ce924e9100452f49ee0aaca201%22%7D&xxc=taobaoSearch
p439,黑底粉星装饰短裤,女款,甜酷休闲裤装,短裤型,棉质面料,黑、粉,星星装饰,撞色明线,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=714798707735&mi_id=0000jzRiHf-xaLZvA7smwA6_y1tDGY9f1tu2BTDjHYghzi8&ns=1&priceTId=2147820617687474605391016e1308&skuId=5172871099747&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22e0cfd01245be9c85eac08b68966ec1cc%22%7D&xxc=taobaoSearch
p440,粉棕爱心装饰休闲鞋,女款,甜美休闲鞋,低帮型,绒面面料,粉、棕,爱心装饰,系带固定,穿脱式,https://dw4.co/t/A/1u7QH3tfT
p441,黑底蝴蝶结装饰短袖衫,女款,甜酷优雅上衣,短款型,棉质面料,黑、米白,蝴蝶结装饰,斜襟褶皱设计,套头式,https://detail.tmall.com/item.htm?abbucket=2&id=779460971542&mi_id=0000DJmvLErWGzJ6FPOG6BQ8Ng_UHM0OhLcsR1YWfw3ax_w&ns=1&priceTId=2147820617687476017683851e1308&skuId=5493265130178&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22748287ce6939aa59d7958480194c0c3b%22%7D&xxc=taobaoSearch
p442,白色多层蛋糕裙,女款,甜美公主风半裙,短款型,棉质面料,白色,多层褶皱纹理,松紧腰头,穿脱式,https://item.taobao.com/item.htm?abbucket=2&id=820614274299&mi_id=000065lavvvmBoDMLPU_ZooXRPEx7nE6Z6jMZUJNW0bE0cc&ns=1&priceTId=2147820617687476185394929e1308&skuId=5871547187096&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%223f2facc78e85530d91af1bcbc67d0915%22%7D&xxc=taobaoSearch
p443,米白缎面玛丽珍鞋,女款,温柔优雅单鞋,平底型,缎面面料,米白,蝴蝶结装饰,搭扣固定,穿脱式,https://item.taobao.com/item.htm?abbucket=2&id=761680603018&mi_id=0000OzgQmzMy0-YlySyX5Zq4AnqwCyALSFzyMfwom1oA8kA&ns=1&priceTId=2147820617687476507937236e1308&skuId=5421342963498&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22d7da49b2531b8b56a18c98cad584f5de%22%7D&xxc=taobaoSearch
p444,浅蓝爱心蕾丝长袖衫,女款,温柔甜美上衣,宽松型,棉质面料,浅蓝、黑,爱心印花,蕾丝下摆,套头式,https://detail.tmall.com/item.htm?abbucket=2&id=876815927611&mi_id=0000CunZpt1MElamBurgWVSK3VPP9_QWJxp8cMl9dnzYQYM&ns=1&priceTId=2147820617687476647918169e1308&skuId=5883456946021&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2245d1ab1c7297282c558418e3a93b561b%22%7D&xxc=taobaoSearch
p445,黑底毛边喇叭裤,女款,甜酷休闲裤装,喇叭型,毛绒面料,黑、白,毛边裤脚,松紧腰头,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=986810139204&mi_id=0000Ug6C7RHdo-UC20J4sQd_2DZDqdEnZNSVjwcz0lQipoo&ns=1&priceTId=2147820617687476767591383e1308&skuId=6117865146376&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%229f11103eb05cf321a1b227f80d9c864b%22%7D&xxc=taobaoSearch
p446,银白拼色休闲鞋,通用款,潮酷休闲鞋,低帮型,金属感面料,银、米白,品牌标志装饰,系带固定,穿脱式,https://dw4.co/t/A/1u7OhsLpB
p447,黑底蝴蝶结烫钻短袖衫,女款,甜酷闪亮上衣,短款型,棉质面料,黑、白,蝴蝶结烫钻装饰,圆领设计,套头式,https://detail.tmall.com/item.htm?abbucket=2&id=773951134525&mi_id=0000uCeo_mU1eQdZPMw6fVz16AwMCmxetJbQm8yTg05rnVU&ns=1&priceTId=2150421717687477167025759e118a&skuId=5467322367956&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%229c610bf30b946c73708d624b0bdd1c53%22%7D&xxc=taobaoSearch
p448,白色肌理蛋糕裙,女款,甜美肌理半裙,短款型,肌理面料,白色,多层褶皱纹理,松紧腰头,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=935623368439&mi_id=0000x9naC80VMBXoSxdBXweBtDCr52K2qQYh02PUeHSvUmg&ns=1&priceTId=2150421717687477271756591e118a&skuId=5826049945696&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22e8aef36e550f8c64cc8059a6d6b3e6c2%22%7D&xxc=taobaoSearch
p449,黑底花朵装饰单鞋,女款,甜酷优雅单鞋,平底型,皮质面料,黑、粉白,花朵装饰,搭扣固定,穿脱式,https://dw4.co/t/A/1u7RFhATJ
p450,棕白拼边针织衫,男款,简约复古毛衣,宽松型,针织面料,棕、白,品牌标装饰,假两件领型,套头式,https://detail.tmall.com/item.htm?abbucket=2&id=996464824955&mi_id=0000vnwPh_tZ50nK4C2sn88npiqQB0RI_6mg3B_pT5mWsz0&ns=1&priceTId=2150421717687477638321559e118a&skuId=6140767955478&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22713cffbcd0e98d99ee8d9c8746a1f8d2%22%7D&xxc=taobaoSearch
p451,灰色宽松阔腿卫裤,男款,简约休闲裤装,阔腿型,棉质面料,灰色,小标装饰,松紧腰头,穿脱式,https://item.taobao.com/item.htm?abbucket=2&id=1010196927492&mi_id=0000Wy0hg61bY81OV3x6FH8PRAitapmAFfPwuknUZDU2iVg&ns=1&priceTId=2150421717687477738782293e118a&skuId=6013342833346&spm=a21n57.imgsearch.item.3&utparam=%7B%22aplus_abtest%22%3A%226b33ee3b466a0ef8d713ae87bccec324%22%7D&xxc=taobaoSearch
p452,棕色帆布月牙包,男款,复古休闲包袋,斜挎型,帆布面料,棕色,无图案,可调节肩带,开合式,https://item.taobao.com/item.htm?abbucket=2&id=723878721769&mi_id=0000sWIwiCp3TzNV0YDlo8ZSVjo-zb_7uah7L82mJcZS95w&ns=1&priceTId=2150421717687477922343934e118a&skuId=5761175300003&spm=a21n57.imgsearch.item.3&utparam=%7B%22aplus_abtest%22%3A%22f84b28f2052a4dda25bc3aea24f35acb%22%7D&xxc=taobaoSearch
p453,豹纹拼色休闲鞋,通用款,潮酷休闲鞋,低帮型,毛绒面料,豹纹、白、棕,条纹装饰,系带固定,穿脱式,https://dw4.co/t/A/1u7QHdJzD
p454,黑底印花卫衣,男款,潮酷休闲卫衣,宽松型,棉质面料,黑、黄、白,字母印花,圆领设计,套头式,https://detail.tmall.com/item.htm?abbucket=2&id=959344641296&mi_id=0000D1SUXES_SEhwcvg_Iy2lW6W9T6GILV8Em-RX82d1J_c&ns=1&priceTId=2150421717687478080795136e118a&skuId=6054749463710&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22559e7aea1164fae2e929ad250b006e22%22%7D&xxc=taobaoSearch
p455,黄格纹长袖衬衫,男款,复古休闲上衣,宽松型,格子面料,黄、黑、白,格纹纹理,纽扣开合,穿脱式,https://item.taobao.com/item.htm?abbucket=2&id=922934022566&mi_id=0000bULh57zJ5v9fPlb1IqiCsWTx5_evyn8kk2S_MGYvo8o&ns=1&priceTId=2150421717687478533378586e118a&skuId=5940019186000&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%22da7b6e7a7713b237ee3f1517300ba13a%22%7D&xxc=taobaoSearch
p456,灰色束脚卫裤,男款,潮酷休闲裤装,束脚型,棉质面料,灰色,星星标装饰,抽绳腰头,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=974541959255&mi_id=0000x-fjZ7Cd-PXDMVotDw_kbg-p85RanLkaZB8WrlQkzRE&ns=1&priceTId=2150421717687478707811978e118a&skuId=6095130019910&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%22fd2ca53f95dc41e97c56580947af44c4%22%7D&xxc=taobaoSearch
p457,棕色棒球帽,男款,潮酷休闲配饰,棒球帽型,棉质面料,棕色,品牌标装饰,可调节扣,佩戴式,https://detail.tmall.com/item.htm?abbucket=2&id=774220484721&mi_id=0000kTzQOYgFYmHTxeGHZWe9c0fUDwsK0xuqek11-PcZALE&ns=1&priceTId=2150421717687478918304061e118a&skuId=5299228521343&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%223e4825f833e0ea715609c0445d7b5942%22%7D&xxc=taobaoSearch
p458,黑灰高帮板鞋,男款,潮酷休闲鞋,高帮型,皮质面料,黑、灰、白,品牌标装饰,魔术贴、系带,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=843050694019&mi_id=0000giNL8JUtkcRVxamHt5YPXYWOFwj-cxwZYpUSjeq7bpg&ns=1&priceTId=2150421717687479032185080e118a&skuId=6136800370900&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22504d2597e5375d526744e6c874ed20e6%22%7D&xxc=taobaoSearch
p459,米白印花长袖衫,男款,简约潮酷上衣,宽松型,棉质面料,米白、黑,字母星星印花,圆领设计,套头式,https://detail.tmall.com/item.htm?abbucket=2&id=821502660565&mi_id=00009ydWjbjW-lxCy8iE8-WAsuk_IJrzqmLwLMJaVi9h7R0&ns=1&priceTId=2150421717687479151376252e118a&skuId=5531410801101&spm=a21n57.imgsearch.item.4&utparam=%7B%22aplus_abtest%22%3A%22375752ba3fa64f64fd637ffcb8e4de78%22%7D&xxc=taobaoSearch
p460,藏青束脚卫裤,男款,潮酷休闲裤装,束脚型,棉质面料,藏青、白,字母标装饰,松紧腰头,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=808072438634&mi_id=0000Lz3uBEFDRpGL2mxQzAd5WxMmGdq3GWsgfGsl15c6Ke8&ns=1&priceTId=2150421717687479297077381e118a&skuId=5493264185479&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%2277835168110510aeb53a4c4a0fa79eda%22%7D&xxc=taobaoSearch
p461,白色低帮帆布鞋,通用款,经典休闲鞋,低帮型,帆布面料,白、红、蓝,条纹装饰,系带固定,穿脱式,https://dw4.co/t/A/1u7OiV0AH
p462,藏青灰拼袖长袖衫,男款,潮酷休闲上衣,宽松型,棉质面料,藏青、灰,星星标装饰,圆领设计,套头式,https://detail.tmall.com/item.htm?abbucket=2&id=941852782016&mi_id=0000G7Y6O6Gy9pIoZLjN3PnMbLFD4jZcGMLOZefHs6CP7HU&ns=1&priceTId=2150418e17687487428544922e1b45&skuId=6009059743186&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%22576530eb380e97bfee0730cb7b8692be%22%7D&xxc=taobaoSearch
p463,棕色束脚裤,男款,潮酷休闲裤装,束脚型,轻薄面料,棕色,星星标装饰,抽绳腰头,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=967472787028&mi_id=0000qO3EXpLrTl1pnNd2y9VHP4lzlRMav3K6NWG0q32xKyk&ns=1&priceTId=2150418e17687487549365755e1b45&skuId=6082162487591&spm=a21n57.imgsearch.item.4&utparam=%7B%22aplus_abtest%22%3A%22bdd61d7a6d19f4f9562820fdf1d0e863%22%7D&xxc=taobaoSearch
p464,白色高帮帆布鞋,通用款,经典休闲鞋,高帮型,帆布面料,白、红、蓝,条纹装饰,系带固定,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=566552673021&mi_id=0000-kirXmp0y1yQvWHMZbIKzdaQHPzWx83qByM9Gb7QGHk&ns=1&priceTId=2150418e17687487731267025e1b45&skuId=4366643132669&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22ebd47df90f8b1193a71b1b4c32703876%22%7D&xxc=taobaoSearch
p465,黑底滑板小狗卫衣,男款,潮酷可爱卫衣,宽松型,棉质面料,黑、红、白,小狗印花,圆领设计,套头式,https://detail.tmall.com/item.htm?abbucket=2&id=987330164513&mi_id=0000YJy9__qH5ja2vrefzKgLeCFilVjA1igBC8dpT9sWOrE&ns=1&priceTId=2150418e17687487878538121e1b45&skuId=6114784086093&spm=a21n57.imgsearch.item.4&utparam=%7B%22aplus_abtest%22%3A%2243ae73345b5ca5da8ad0f804cd7b6382%22%7D&xxc=taobaoSearch
p466,红格纹休闲衬衫,男款,复古休闲上衣,宽松型,格纹面料,红、黑、白,格纹纹理,纽扣开合,穿脱式,https://item.taobao.com/item.htm?abbucket=2&id=912687986727&mi_id=0000voJW3eXHe4YucNxANJkIQ5olOd9uHuUNyDbfK3JUueU&ns=1&priceTId=2150418e17687488027551173e1b45&skuId=5778432481223&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22bc3e3b5bd7655acaef84e91525d0eba1%22%7D&xxc=taobaoSearch
p467,灰色束脚卫裤,男款,潮酷休闲裤装,束脚型,棉质面料,灰色,星星标装饰,抽绳腰头,穿脱式,https://detail.tmall.com/item.htm?id=974541959255&ns=1&abbucket=2&xxc=taobaoSearch&mi_id=0000x-fjZ7Cd-PXDMVotDw_kbl2NOrbUx08bYnA08R2UrMo&skuId=6095130019910&priceTId=2150418e17687488150772098e1b45&utparam=%7B%22aplus_abtest%22%3A%221afc95840b2f90c6adc26da046a3fbc2%22%7D&spm=a21n57.imgsearch.item.2
p468,红色棒球帽,通用款,潮酷休闲配饰,棒球帽型,棉质面料,红、白、蓝,品牌标装饰,可调节扣,佩戴式,https://detail.tmall.com/item.htm?abbucket=2&id=597256695294&mi_id=00007gBk4Y8_fIRdHEN90yyCJjm50bpAQd1MksXYOeCAFSQ&ns=1&priceTId=2150418e17687488350693594e1b45&skuId=5229340840576&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22f0371d0026763dfede8fd0f567c8eed5%22%7D&xxc=taobaoSearch
p469,白色魔术贴高帮帆布鞋,男款,经典休闲鞋,高帮型,帆布面料,白、红、蓝,品牌标装饰,魔术贴、系带,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=665772539666&mi_id=0000X7srpbiO2ZV43lpcAGPPbOzybZMMuTwtyE60ZVL2SLc&ns=1&priceTId=2150418e17687488661846081e1b45&skuId=5985011844564&spm=a21n57.imgsearch.item.9&utparam=%7B%22aplus_abtest%22%3A%22ad1d165f92ea3fb4d9535758610b476a%22%7D&xxc=taobaoSearch
