itemID,category,title,gender,style,outline,materials,color,pattern,detail,donning/doffing
p354,accessory,brown and white plush earflap hat,Women's,cute warm headwear,trapper hat silhouette,plush fabric,"brown, white, red",color-block,drawstring detail,wearable
p355,shoes,brown and white wool platform snow boots,Women's,warm casual boots,mid-calf silhouette,"suede, wool","brown, white",polka dot laces,lace-up fastening,slip-on
p356,outerwear,brown and pink striped colorblock down jacket,Women's,sweet-cool warm coat,cropped fit,down-filled fabric,"brown, pink, beige","striped sleeves, cherry detail",hooded design,zippered
p357,bottom,dark blue wide-leg jeans,Women's,minimalist casual trousers,wide-leg,denim,dark blue,topstitch detail,button waist,slip-on
p358,bag,light pink plush handbag,Women's,sweet fashion bag,handheld silhouette,"plush, leather",light pink,brand logo embellishment,"top handle, charm accessory",open-front
p359,shoes,brownish-yellow plush mules,Women's,warm casual shoes,mule silhouette,plush fabric,tan,metal buckle detail,slip-on,slip-on
p360,inner_top,brown and beige striped polo shirt,Women's,vintage casual top,cropped fit,knit fabric,"brown, beige","striped texture, small logo",polo collar,pullover
p361,bottom,brown double-layer wide-leg trousers,Women's,minimalist casual trousers,wide-leg,drapey fabric,brown,small logo detail,elastic waistband,slip-on
p362,accessory,light pink plush earmuffs,Women's,cute warm earrings,earmuff silhouette,plush fabric,light pink,small logo detail,elastic headband,wearable
p363,bag,light pink plush colorblock handbag,Women's,sweet fashion bag,handheld silhouette,"plush, leather","light pink, off-white",metal logo detail,"tote, zipper closure",open-front
p364,shoes,brown and white wool platform snow boots,Women's,warm casual boots,mid-calf silhouette,"suede, wool","brown, white",polka dot laces,lace-up fastening,slip-on
p365,outerwear,beige down jacket with heart patch,Women's,cute warm coat,cropped fit,down-filled fabric,"cream, black",heart logo detail,"hooded, button closure",button-up
p366,bottom,brown and green plaid pleated skirt,Women's,vintage sweet skirt,cropped fit,woven fabric,"brown, green","plaid, pleated texture",elastic waistband,slip-on
p367,bag,brown and pink heart knit bag,Women's,cute casual bag,shoulder bag silhouette,knit fabric,"brown, pink",heart embellishment,knit shoulder straps,open-front
p368,mid_layer_top,brown knit leg warmers,Women's,warm casual accessories,leg warmer silhouette,knit fabric,brown,small logo detail,elastic cuffs,slip-on
p369,shoes,brown suede platform ankle boots,Women's,warm casual boots,short-shaft silhouette,suede fabric,brown,Solid,slip-on,slip-on
p370,mid_layer_top,black sweater with bear and rabbit pattern,Women's,sweet-cool casual sweater,loose fit,knit fabric,"black, brown, red","bear and rabbit, heart print",crew neck design,pullover
p371,bottom,brown pleated skirt with heart embellishment,Women's,sweet casual skirt,cropped fit,woven fabric,"brown, off-white",heart embellishment,elastic waistband,slip-on
p372,accessory,off-white knit earflap hat with red floral pattern,Women's,cute warm headwear,trapper hat silhouette,knit fabric,"off-white, red","floral pattern, pom-pom",drawstring fastening,wearable
p373,bag,brown and white wool colorblock handbag,Women's,warm fashion bag,handheld silhouette,"suede, wool","brown, off-white",brand logo embellishment,"tote, zipper closure",open-front
p374,accessory,off-white vertical striped knee-high socks,Women's,minimalist basic socks,knee-high silhouette,knit fabric,off-white,vertical ribbed texture,solid color design,slip-on
p375,shoes,brownish-yellow plush double-buckle ankle boots,Women's,cute warm boots,short-shaft silhouette,plush fabric,"tan, brown",metal buckle detail,slip-on,slip-on
p376,mid_layer_top,blue and brown striped heart sweater,Women's,sweet-cool casual sweater,loose fit,knit fabric,"light blue, brown, yellow","heart embellishment, striped texture",crew neck design,pullover
p377,bottom,brown pleated skirt with heart embellishment,Women's,sweet casual skirt,cropped fit,woven fabric,"brown, off-white",heart embellishment,elastic waistband,slip-on
p378,accessory,off-white plush earmuffs,Women's,warm cute earrings,earmuff silhouette,plush fabric,off-white and black,Solid,elastic headband,wearable
p379,accessory,yellow knit hat with bear and heart pattern,Women's,cute warm headwear,knit beanie silhouette,knit fabric,"yellow, gray, red",bear and heart pattern,elastic hood,wearable
p380,bag,plaid handbag with pom-pom embellishment,Women's,vintage cute bag,handheld silhouette,plaid fabric,"red, green, yellow, blue",pom-pom charm,"top handle, crossbody strap",open-front
p381,accessory,brown diamond-pattern knee-high socks,Women's,vintage warm socks,knee-high silhouette,knit fabric,brown,diamond texture,lettuce-edge cuffs,slip-on
p382,shoes,off-white plush knee-high boots,Women's,warm elegant boots,knee-high silhouette,plush fabric,off-white,3D embellishment,slip-on,slip-on
p383,outerwear,brown and white embroidered sherpa jacket,Women's,vintage cute coat,cropped fit,"suede, shearling","brown, white",star and mushroom embroidery,"stand collar, button closure",button-up
p384,bottom,off-white sweatpants with heart pattern,Women's,sweet-cool casual trousers,jogger silhouette,fleece-lined fabric,off-white,heart and star print,elastic waistband,slip-on
p385,accessory,off-white plush earmuffs,Women's,cute warm earrings,earmuff silhouette,plush fabric,off-white and black,Solid,elastic headband,wearable
p386,accessory,off-white plush beret,Women's,gentle fashion headwear,beret style,plush fabric,off-white,Solid,elastic hood,wearable
p387,shoes,brown and white colorblock platform snow boots,Women's,vintage warm boots,short-shaft silhouette,"suede, leather","brown, white",knot tie,lace-up fastening,slip-on
p388,outerwear,off-white sherpa jacket with star buttons,Women's,sweet-cool warm coat,cropped fit,shearling,off-white and black,star button embellishment,"hooded, toggle closure",button-up
p389,mid_layer_top,brown sweater with rabbit pattern,Women's,cute casual sweater,loose fit,knit fabric,"brown, yellow, pink",rabbit print,crew neck design,pullover
p390,bottom,brown contrast-trim wide-leg trousers,Women's,minimalist elegant trousers,wide-leg,drapey fabric,"brown, white",contrast-trim pocket,elastic waistband,slip-on
p391,shoes,brown plush mules,Women's,warm casual shoes,mule silhouette,plush fabric,brown,Solid,slip-on,slip-on
p392,outerwear,beige and brown contrast-trim tweed jacket,Women's,elegant vintage coat,cropped fit,tweed,off-white and brown,contrast-trim embellishment,"crew neck, button closure",button-up
p393,inner_top,brown mock-neck base layer top,Women's,minimalist basic top,slim fit,cotton fabric,brown,small logo detail,mock neck design,pullover
p394,bottom,beige and brown contrast-trim pocket mini skirt,Women's,sweet casual skirt,cropped fit,tweed,off-white and brown,contrast-trim pocket,elastic waistband,slip-on
p395,bag,brown plush-embellished crossbody bag,Women's,cute fashion bag,crossbody silhouette,plush fabric,brown,"bear, rhinestone embellishment",leather shoulder strap,open-front
p396,accessory,brown vertical-ribbed knit tights,Women's,warm slim-fit tights,tights silhouette,knit fabric,brown,vertical ribbed texture,high-waisted design,slip-on
p397,shoes,brown loafers with metal logo,Women's,vintage elegant flats,low-top flat silhouette,leather,brown,metal logo detail,slip-on,slip-on
p398,mid_layer_top,pink heart letter sweatshirt,Women's,sweet-cool casual sweatshirt,loose fit,cotton fabric,pink,heart and letter print,crew neck design,pullover
p399,bottom,pink heart letter sweatpants,Women's,sweet-cool casual trousers,jogger silhouette,cotton fabric,pink,heart and letter print,elastic waistband,slip-on
p400,shoes,beige and pink contrast platform sneakers,Women's,sweet casual shoes,low-top chunky silhouette,canvas,off-white and pink,contrast-trim embellishment,lace-up fastening,slip-on
p401,mid_layer_top,"white, pink, and brown striped sweater",Women's,sweet-cool casual sweater,loose fit,knit fabric,"white, brown, pink","striped, pink trim",crew neck design,pullover
p402,bottom,brown corduroy flared trousers,Women's,vintage casual trousers,flared silhouette,corduroy,brown,vertical ribbed texture,button waist,slip-on
p403,accessory,brown corduroy triangular scarf,Unisex,vintage fashion accessories,bandana silhouette,corduroy,brown,small logo detail,tie-front,wearable
p404,shoes,beige platform canvas sneakers,Women's,minimalist casual shoes,low-top chunky silhouette,canvas,beige,Solid,lace-up fastening,slip-on
p405,mid_layer_top,light blue heart lace sweatshirt,Women's,gentle sweet sweatshirt,loose fit,cotton fabric,light blue,heart lace print,hooded design,pullover
p406,bottom,grey lace flared sweatpants,Women's,gentle casual trousers,flared silhouette,cotton fabric,gray,lace hem,elastic waistband,slip-on
p407,shoes,light blue colorblock casual sneakers,Women's,fresh casual shoes,low-top flat silhouette,"canvas, suede","light blue, white, brown",letter embellishment,lace-up fastening,slip-on
p408,inner_top,navy contrast-trim polo shirt,Women's,preppy style top,cropped fit,cotton fabric,"navy, light blue",contrast-trim,polo collar,pullover
p409,bottom,blue plaid asymmetrical skirt,Women's,vintage sweet-cool skirt,cropped fit,plaid fabric,"blue, white",plaid texture,elastic waistband,slip-on
p410,accessory,white lace knee-high socks,Women's,sweet elegant socks,knee-high silhouette,lace,white,lace embellishment,bow-knot cuffs,slip-on
p411,shoes,silver and white colorblock casual sneakers,Unisex,trendy casual shoes,low-top flat silhouette,metallic fabric,"silver, off-white",logo embellishment,lace-up fastening,slip-on
p412,inner_top,pink and white plaid sleeveless polo shirt,Women's,sweet preppy style top,cropped fit,plaid fabric,"pink, white",plaid texture,polo collar,pullover
p413,bottom,pink and white plaid pleated mini skirt,Women's,sweet preppy skirt,cropped fit,plaid fabric,"pink, white","plaid, pleated texture",elastic waistband,slip-on
p414,shoes,light pink satin Mary Jane shoes,Women's,gentle elegant flats,flat silhouette,satin,light pink,small logo detail,buckle closure,slip-on
p415,inner_top,beige and black polka dot sleeveless top,Women's,vintage sweet-cool top,cropped fit,chiffon,"beige, black",polka dot texture,ruffle trim,pullover
p416,bottom,black mesh shorts,Women's,sweet-cool casual trousers,shorts silhouette,mesh fabric,black,bow detail,elastic waistband,slip-on
p417,bag,black and white plaid pleated handbag,Women's,vintage fashion bag,handheld silhouette,plaid fabric,black and white,pleated texture,top handle strap,open-front
p418,accessory,black ribbon knee-high socks,Women's,sweet-cool elegant socks,knee-high silhouette,knit fabric,black,ribbon embellishment,scalloped cuffs,slip-on
p419,shoes,black double-buckle Mary Jane shoes,Women's,sweet-cool elegant flats,flat silhouette,leather,black,metal buckle detail,lace-up fastening,slip-on
p420,outerwear,light blue contrast-stitch hooded jacket,Women's,minimalist trendy coat,cropped fit,cotton fabric,light blue,topstitch detail,zipper closure,zippered
p421,inner_top,white puppy print long-sleeve top,Women's,cute casual top,slim fit,cotton fabric,"white, black",puppy print,mock neck design,pullover
p422,bottom,light blue loose wide-leg trousers,Women's,minimalist casual trousers,wide-leg,cotton fabric,light blue,topstitch detail,elastic waistband,slip-on
p423,shoes,silver-gray outdoor sneakers,Unisex,trendy outdoor shoes,high-top silhouette,"mesh, leather",silver gray and black,logo embellishment,lace-up fastening,slip-on
p424,mid_layer_top,black floral print sweatshirt,Women's,sweet-cool casual sweatshirt,loose fit,distressed fabric,"black, white, blue",floral print,crew neck design,pullover
p425,bottom,lake blue flared sweatpants,Women's,gentle casual trousers,flared silhouette,cotton fabric,lake blue,Solid,elastic waistband,slip-on
p426,bag,green pleated decorative bag,Women's,cute decorative bag,mini silhouette,leather,green,pleated texture,hook-and-loop closure,open-front
p427,shoes,grey and white colorblock casual sneakers,Women's,minimalist casual shoes,low-top silhouette,"mesh, suede",off-white,Solid,lace-up fastening,slip-on
p428,mid_layer_top,off-white sailor collar heart sweatshirt,Women's,sweet preppy sweatshirt,loose fit,cotton fabric,off-white and black,heart and star print,sailor collar design,pullover
p429,bottom,black mesh tiered skirt,Women's,sweet-cool elegant skirt,cropped fit,mesh fabric,black,bow detail,elastic waistband,slip-on
p430,bag,black pink plaid plush bag,Women's,sweet-cool fashion bag,handheld silhouette,plush fabric,"black, pink and white",plaid logo detail,dual top handles,open-front
p431,accessory,black pink bow mid-calf socks,Women's,sweet-cool elegant socks,mid-calf silhouette,knit fabric,"black, white, pink",bow embroidery,lettuce-edge cuffs,slip-on
p432,shoes,black and white colorblock casual sneakers,Unisex,trendy casual shoes,low-top silhouette,"leather, suede",black and white,logo embellishment,lace-up fastening,slip-on
p433,mid_layer_top,black rabbit cake print sweatshirt,Women's,cute casual sweatshirt,loose fit,plush fabric,"black, white, pink",rabbit and cake print,"hooded, contrast pockets",pullover
p434,inner_top,off-white puppy embroidery long-sleeve top,Women's,gentle sweet top,slim fit,knit fabric,"off-white, black, pink",puppy embroidery,scalloped trim,pullover
p435,bottom,black raw-edge flared trousers,Women's,sweet-cool casual trousers,flared silhouette,cotton fabric,black and white,raw-edge hem,elastic waistband,slip-on
p436,bag,off-white plush rhinestone handbag,Women's,cute fashion bag,handheld silhouette,plush fabric,"beige, multicolor",rhinestone embellishment,woven shoulder strap,open-front
p437,shoes,black plush NY mule shoes,Women's,trendy casual shoes,mule silhouette,plush fabric,black and white,NY logo embellishment,slip-on,slip-on
p438,inner_top,black and pink colorblock cake print short-sleeve top,Women's,sweet-cool casual top,cropped fit,cotton fabric,"black, pink",cake print,raglan sleeves,pullover
p439,bottom,black pink star-embellished shorts,Women's,sweet-cool casual trousers,shorts silhouette,cotton fabric,"black, pink",star embellishment,contrast topstitching,slip-on
p440,shoes,pink and brown heart-embellished casual sneakers,Women's,sweet casual shoes,low-top silhouette,suede fabric,"pink, brown",heart embellishment,lace-up fastening,slip-on
p441,inner_top,black short-sleeve top with bow detail,Women's,sweet-cool elegant top,cropped fit,cotton fabric,"black, beige",bow detail,asymmetric pleated design,pullover
p442,bottom,white tiered cake skirt,Women's,sweet princess-style skirt,cropped fit,cotton fabric,white,multi-layered pleated texture,elastic waistband,slip-on
p443,shoes,off-white satin Mary Jane shoes,Women's,gentle elegant flats,flat silhouette,satin,off-white,bow detail,buckle closure,slip-on
p444,inner_top,light blue long-sleeve lace top,Women's,gentle sweet top,loose fit,cotton fabric,"light blue, black",heart print,lace hem,pullover
p445,bottom,black raw-edge flared trousers,Women's,sweet-cool casual trousers,flared silhouette,plush fabric,black and white,raw-edge hem,elastic waistband,slip-on
p446,shoes,silver and white colorblock casual sneakers,Unisex,trendy casual shoes,low-top silhouette,metallic fabric,"silver, off-white",logo embellishment,lace-up fastening,slip-on
p447,inner_top,black short-sleeve top with rhinestone bow,Women's,sweet-cool glittery top,cropped fit,cotton fabric,black and white,bow rhinestone embellishment,crew neck design,pullover
p448,bottom,white textured cake skirt,Women's,sweet textured skirt,cropped fit,textured fabric,white,multi-layered pleated texture,elastic waistband,slip-on
p449,shoes,black floral embellished flats,Women's,sweet-cool elegant flats,flat silhouette,leather,"black, pink and white",floral embellishment,buckle closure,slip-on
p450,mid_layer_top,brown and white contrast trim knit top,Men's,minimalist vintage sweater,loose fit,knit fabric,"brown, white",brand logo embellishment,mock two-piece collar,pullover
p451,bottom,gray loose-fit wide-leg sweatpants,Men's,minimalist casual trousers,wide-leg,cotton fabric,gray,small logo detail,elastic waistband,slip-on
p452,bag,brown canvas crescent bag,Men's,vintage casual bag,crossbody silhouette,canvas,brown,Solid,adjustable shoulder straps,open-front
p453,shoes,leopard print colorblock casual shoes,Unisex,trendy casual shoes,low-top silhouette,plush fabric,"leopard print, white, brown",striped detail,lace-up fastening,slip-on
p454,mid_layer_top,black graphic sweatshirt,Men's,trendy casual sweatshirt,loose fit,cotton fabric,"black, yellow, white",letter print,crew neck design,pullover
p455,inner_top,yellow plaid long-sleeve shirt,Men's,vintage casual top,loose fit,plaid fabric,"yellow, black, white",plaid texture,button closure,slip-on
p456,bottom,gray jogger sweatpants,Men's,trendy casual trousers,jogger silhouette,cotton fabric,gray,star motif,drawstring waistband,slip-on
p457,accessory,brown baseball cap,Men's,trendy casual accessories,baseball cap silhouette,cotton fabric,brown,brand logo embellishment,adjustable buckle,wearable
p458,shoes,black and gray high-top sneakers,Men's,trendy casual shoes,high-top silhouette,leather,"black, gray, white",brand logo embellishment,"velcro, lace-up",slip-on
p459,inner_top,off-white graphic long-sleeve top,Men's,minimalist trendy top,loose fit,cotton fabric,off-white and black,letter and star print,crew neck design,pullover
p460,bottom,navy blue jogger sweatpants,Men's,trendy casual trousers,jogger silhouette,cotton fabric,"navy, white",letter motif,elastic waistband,slip-on
p461,shoes,white low-top canvas shoes,Unisex,classic casual shoes,low-top silhouette,canvas,"white, red, blue",striped detail,lace-up fastening,slip-on
p462,inner_top,navy and gray colorblock long-sleeve top,Men's,trendy casual top,loose fit,cotton fabric,"navy, gray",star motif,crew neck design,pullover
p463,bottom,brown jogger pants,Men's,trendy casual trousers,jogger silhouette,lightweight fabric,brown,star motif,drawstring waistband,slip-on
p464,shoes,white high-top canvas shoes,Unisex,classic casual shoes,high-top silhouette,canvas,"white, red, blue",striped detail,lace-up fastening,slip-on
p465,mid_layer_top,black skateboard puppy sweatshirt,Men's,trendy cute sweatshirt,loose fit,cotton fabric,"black, red, white",puppy print,crew neck design,pullover
p466,inner_top,red plaid casual shirt,Men's,vintage casual top,loose fit,plaid fabric,"red, black, white",plaid texture,button closure,slip-on
p467,bottom,gray jogger sweatpants,Men's,trendy casual trousers,jogger silhouette,cotton fabric,gray,star motif,drawstring waistband,slip-on
p468,accessory,red baseball cap,Unisex,trendy casual accessories,baseball cap silhouette,cotton fabric,"red, white, blue",brand logo embellishment,adjustable buckle,wearable
p469,shoes,white velcro high-top canvas shoes,Men's,classic casual shoes,high-top silhouette,canvas,"white, red, blue",brand logo embellishment,"velcro, lace-up",slip-on
p470,outerwear,navy colorblock hooded jacket,Men's,trendy casual jacket,zippered silhouette,cotton fabric,"navy, red, white",numeric print,hooded design,zippered
p471,inner_top,white and black short-sleeve top,Men's,trendy casual top,loose fit,cotton fabric,"white, black",letter embellishment,crew neck design,pullover
p472,bottom,gray cargo jogger pants,Men's,trendy casual trousers,jogger silhouette,cotton fabric,gray,star motif,"cargo pockets, drawstring waistband",slip-on
p473,accessory,"white, red, and blue baseball cap",Unisex,trendy casual accessories,baseball cap silhouette,cotton fabric,"white, red, blue",letter embroidery,adjustable buckle,wearable
p474,shoes,white high-top canvas shoes,Unisex,classic casual shoes,high-top silhouette,canvas,"white, red, blue",striped detail,lace-up fastening,slip-on
p475,mid_layer_top,off-white embroidered sweatshirt,Men's,trendy casual sweatshirt,loose fit,cotton fabric,"beige, gold",eagle logo embroidery,crew neck design,pullover
p476,bottom,black letter-print jogger pants,Men's,trendy casual trousers,jogger silhouette,cotton fabric,black and gold,letter embroidery,drawstring waistband,slip-on
p477,shoes,white platform casual shoes,Unisex,trendy dad shoes,low-top silhouette,"mesh, leather",white,letter embellishment,lace-up fastening,slip-on
p478,inner_top,black bear graphic short-sleeve top,Men's,trendy cute top,loose fit,cotton fabric,black and gold,bear print,crew neck design,pullover
p479,bottom,black eagle logo jogger pants,Men's,trendy casual trousers,jogger silhouette,cotton fabric,black and gold,eagle logo embroidery,drawstring waistband,slip-on
p480,shoes,white platform dad shoes,Unisex,trendy casual shoes,low-top silhouette,"mesh, leather",white,striped trim,lace-up fastening,slip-on
p481,inner_top,black eagle logo short-sleeve top,Men's,trendy casual top,slim fit,cotton fabric,black and gold,eagle logo embroidery,crew neck design,pullover
p482,bottom,black letter-print shorts,Men's,trendy casual trousers,shorts silhouette,cotton fabric,black and gold,letter embroidery,elastic waistband,slip-on
p483,accessory,white and black letter-print visor,Unisex,trendy casual accessories,visor silhouette,cotton fabric,"white, black",letter embellishment,elastic band fastening,wearable
p484,shoes,black high-top children's shoes,Men's,classic casual shoes,high-top silhouette,leather,black and white,brand logo embellishment,"velcro, lace-up",slip-on
p485,outerwear,black and gray all-over print jacket,Men's,trendy athletic jacket,zippered silhouette,cotton fabric,"black, gray",all-over print,half-zip design,zippered
p486,bottom,black joggers with side buttons,Men's,trendy athletic trousers,jogger silhouette,cotton fabric,black and white,side button detail,elastic waistband,slip-on
p487,shoes,white velcro skate shoes,Men's,minimalist casual shoes,low-top silhouette,leather,white,brand logo embellishment,Hook-and-loop closure,slip-on
p488,outerwear,gray and black color-block sleeve jacket,Men's,minimalist athletic jacket,zippered silhouette,cotton fabric,gray and black,brand logo embellishment,zipper closure,zippered
p489,inner_top,white and black color-block short-sleeve shirt,Men's,minimalist athletic top,loose fit,cotton fabric,"white, black, yellow",letter print,crew neck design,pullover
p490,bottom,gray and black side-stripe trousers,Men's,minimalist athletic trousers,straight-leg,cotton fabric,gray and black,side stripe detail,elastic waistband,slip-on
p491,accessory,black baseball cap with letter print,Unisex,trendy casual accessories,baseball cap silhouette,cotton fabric,black and white,letter embellishment,adjustable buckle,wearable
p492,shoes,black and gray dad shoes,Men's,trendy casual shoes,low-top silhouette,"mesh, leather","black, gray",striped trim,drawstring tie,slip-on
p493,mid_layer_top,red base printed sweatshirt,Men's,trendy casual sweatshirt,loose fit,cotton fabric,"red, black","letter print, patchwork",kangaroo pocket,pullover
p494,bottom,black and red joggers,Men's,trendy casual trousers,jogger silhouette,cotton fabric,"black, red",patchwork,elastic waistband,slip-on
p495,accessory,black cat-ear knit beanie,Men's,cute trendy accessories,knit beanie silhouette,knit fabric,black and gold,"letter embroidery, cat ear detail",elastic fit,wearable
p496,shoes,"black, red, and white dad shoes",Men's,trendy casual shoes,low-top silhouette,"mesh, leather","black, red, white",striped trim,"velcro, lace-up",slip-on
p497,mid_layer_top,blue and white half-zip sweatshirt,Men's,minimalist athletic top,loose fit,cotton fabric,"blue, white",letter embellishment,half-zip design,zippered
p498,bottom,blue joggers,Men's,minimalist athletic trousers,jogger silhouette,cotton fabric,"blue, white",striped trim,elastic waistband,slip-on
p499,shoes,"blue, white, and gray gradient skate shoes",Men's,trendy casual shoes,low-top silhouette,"leather, mesh","blue, white, gray, yellow",gradient detail,lace-up fastening,slip-on
p500,outerwear,black and white color-block jacket,Men's,trendy athletic jacket,zippered silhouette,cotton fabric,black and white,letter slogan,zipper closure,zippered
p501,bottom,black joggers with white trim,Men's,trendy athletic trousers,jogger silhouette,cotton fabric,black and white,striped trim,elastic waistband,slip-on
p502,accessory,light beige minimalist baseball cap,Unisex,casual basic accessories,baseball cap silhouette,cotton fabric,light beige,Solid,adjustable buckle,wearable
p503,shoes,black and white color-block velcro skate shoes,Men's,minimalist casual shoes,low-top silhouette,"leather, mesh",black and white,brand logo embellishment,Hook-and-loop closure,slip-on
p504,mid_layer_top,black and blue color-block half-zip sweatshirt,Men's,trendy casual top,loose fit,cotton fabric,"black, blue",letter print,half-zip design,zippered
p505,bottom,black cargo joggers,Men's,trendy casual trousers,jogger silhouette,cotton fabric,black,"cargo pockets, brand logo",elastic waistband,slip-on
p506,accessory,orange knit headband,Men's,athleisure accessories,headband,knit fabric,"orange, brown",small logo detail,elastic fit,wearable
p507,accessory,gray and blue color-block basketball,Men's,sports equipment,basketball,rubber,"gray, blue, orange",brand logo embellishment,inflatable,functional
p508,shoes,white and blue color-block basketball shoes,Men's,professional athletic shoes,high-top silhouette,"mesh, leather","white, blue, brown",brand logo embellishment,lace-up fastening,slip-on
p509,mid_layer_top,green and black color-block crewneck sweatshirt,Men's,minimalist athletic top,loose fit,cotton fabric,"green, black",letter print,crew neck design,pullover
p510,bottom,black and green color-block joggers,Men's,minimalist athletic trousers,jogger silhouette,cotton fabric,"black, green",side stripe detail,elastic waistband,slip-on
p511,accessory,light beige over-ear headphones,Unisex,minimalist digital accessories,headset,"leather, plastic",light beige,Solid,button adjustment,wearable
p512,shoes,green and white color-block retro sneakers,Men's,trendy casual shoes,low-top silhouette,"mesh, leather","green, white, brown",striped detail,lace-up fastening,slip-on
p513,mid_layer_top,beige and black color-block polo sweatshirt,Men's,trendy casual top,loose fit,cotton fabric,"beige, black",letter print,polo collar,pullover
p514,bottom,black joggers with beige trim,Men's,trendy casual trousers,jogger silhouette,cotton fabric,"black, beige",striped trim,elastic waistband,slip-on
p515,accessory,beige baseball cap with red logo,Men's,trendy casual accessories,baseball cap silhouette,cotton fabric,"beige, red",letter embroidery,adjustable buckle,wearable
p516,shoes,white and blue color-block skate shoes,Men's,minimalist casual shoes,low-top silhouette,leather,"white, blue, brown",brand logo embellishment,lace-up fastening,slip-on
p517,outerwear,"khaki, white, and black color-block jacket",Men's,trendy casual jacket,zippered silhouette,lightweight fabric,"khaki, white, black",brand logo embellishment,zipper closure,zippered
p518,mid_layer_top,beige crewneck sweatshirt with green logo,Men's,minimalist casual top,loose fit,cotton fabric,"beige, green",brand logo embellishment,crew neck design,pullover
p519,bottom,black joggers with beige trim,Men's,trendy casual trousers,jogger silhouette,cotton fabric,"black, beige",letter embellishment,elastic waistband,slip-on
p520,accessory,khaki and gray color-block baseball cap,Unisex,trendy casual accessories,baseball cap silhouette,cotton fabric,"khaki, gray",letter embroidery,adjustable buckle,wearable
p521,shoes,black and white color-block skate shoes,Men's,trendy casual shoes,low-top silhouette,leather,black and white,brand logo embellishment,lace-up fastening,slip-on
p522,mid_layer_top,beige sweatshirt with Chinese-style print,Men's,Guochao casual top,loose fit,cotton fabric,"beige, blue, brown","Chinese-style pattern, letter print",crew neck design,pullover
p523,mid_layer_top,burgundy turtleneck knit sweater,Men's,minimalist casual top,slim fit,knit fabric,burgundy,Solid,high neck,pullover
p524,bottom,navy blue joggers,Men's,minimalist casual trousers,jogger silhouette,cotton fabric,"navy, brown","brand logo, small logo patch",elastic waistband,slip-on
p525,accessory,beige baseball cap with red logo,Unisex,trendy casual accessories,baseball cap silhouette,cotton fabric,"beige, red",letter embroidery,adjustable buckle,wearable
p526,shoes,white and green color-block dad shoes,Men's,trendy casual shoes,low-top silhouette,"mesh, leather","white, green, gray",brand logo embellishment,drawstring tie,slip-on
p527,mid_layer_top,black base white colorblock half-zip sweatshirt,Men's,trendy casual top,loose fit,cotton fabric,black and white,letter slogan,half-zip design,zippered
p528,inner_top,light blue striped bear embroidery shirt,Men's,cute casual top,loose fit,cotton fabric,"light blue, white","bear embroidery, stripes",button closure,slip-on
p529,bottom,solid black joggers,Men's,minimalist casual trousers,jogger silhouette,cotton fabric,black,brand logo embellishment,elastic waistband,slip-on
p530,accessory,white base navy colorblock baseball cap,Unisex,trendy casual accessories,baseball cap silhouette,cotton fabric,"white, navy, red",letter embroidery,adjustable buckle,wearable
p531,shoes,red and white colorblock dad sneakers,Men's,trendy casual shoes,low-top silhouette,"mesh, leather","white, red",striped trim,"velcro, lace-up",slip-on
p532,mid_layer_top,"black, red and white colorblock sweatshirt",Men's,trendy casual top,loose fit,cotton fabric,"black, red, white",letter print,crew neck design,pullover
p533,bottom,black and red colorblock joggers,Men's,trendy casual trousers,jogger silhouette,cotton fabric,"black, red","color-blocked side, brand logo",elastic waistband,slip-on
p534,accessory,black base baseball cap,Men's,athleisure accessories,baseball cap silhouette,cotton fabric,"black, red, yellow",letter embroidery,adjustable buckle,wearable
p535,shoes,silver and black colorblock dad sneakers,Men's,trendy casual shoes,low-top silhouette,"mesh, leather","silver, black, white",striped trim,drawstring tie,slip-on
p536,mid_layer_top,black and grey colorblock sweatshirt,Men's,trendy casual top,loose fit,cotton fabric,"black, gray, white",letter print,crew neck design,pullover
p537,bottom,black and grey colorblock joggers,Men's,minimalist casual trousers,jogger silhouette,cotton fabric,"black, gray","color-blocked side, brand logo",elastic waistband,slip-on
p538,accessory,Red Bull Racing baseball cap,Men's,event merchandise accessories,baseball cap silhouette,cotton fabric,"dark blue, blue, red","brand logo, stripes",adjustable buckle,wearable
p539,shoes,"silver, red and blue colorblock basketball sneakers",Men's,professional athletic shoes,high-top silhouette,"mesh, leather","silver, red, blue","brand logo, tech logo",lace-up fastening,slip-on
p540,mid_layer_top,green and white colorblock sweatshirt,Men's,trendy casual top,loose fit,cotton fabric,"green, white",letter print,crew neck design,pullover
p541,bottom,black base joggers,Men's,trendy casual trousers,jogger silhouette,cotton fabric,black and white,"letter print, brand logo",elastic waistband,slip-on
p542,accessory,dark green and brown baseball cap,Men's,vintage casual accessories,baseball cap silhouette,cotton fabric,"dark green, brown, gold",numeric embroidery,adjustable buckle,wearable
p543,shoes,black and white color-block skate shoes,Men's,minimalist casual shoes,low-top silhouette,leather,black and white,brand logo embellishment,"velcro, lace-up",slip-on
p544,mid_layer_top,black base half-zip sweatshirt,Men's,Guochao casual top,loose fit,cotton fabric,"black, red","letter print, brand logo",half-zip design,zippered
p545,bottom,black base red logo joggers,Men's,minimalist casual trousers,jogger silhouette,cotton fabric,"black, red",brand logo embellishment,elastic waistband,slip-on
