itemID,category,title,gender,style,outline,materials,color,pattern,detail,donning/doffing
p588,bottom,printed jeans,Men's,everyday casual printed jeans,straight-leg fit,denim,light blue distressed,printed style,"Cotton-elastane blend for stretch, graphic print for style, straight-leg fit to flatter the legs",zipper closure
p589,accessory,printed silk scarf,Unisex,decorative printed silk scarf,decorative accessory style,cotton,black and gray printed,graphic print,"Mulberry silk, smooth texture, text print for design appeal, suitable for pairing with shirts, jackets, etc.",tie-fastening
p590,shoes,layered leather square-toe derby shoes,Men's,Korean-style elegant commuter derby shoes,low-top platform,leather,black,square-toe platform,"Layered leather craftsmanship for textured finish, square-toe design for Korean style, platform sole balances comfort and aesthetics, suitable for daily commuting and smart casual",lace-up
p591,outerwear,diamond quilted jacket,Men's,autumn/winter diamond-quilted jacket,loose fit,cotton,white,diamond pattern,"Polyester-nylon blend, windproof, down-filled for warmth, diamond-quilted texture for refined look",button closure
p592,mid_layer_top,basic turtleneck knit top,Men's,minimalist casual knit top,loose drop-shoulder fit,knit,black,turtleneck knit,"High neck for warmth, soft and skin-friendly fabric, loose fit suitable for solo, base layer, or layered wear",pullover
p593,bottom,draped casual shorts,Men's,spring/summer draped casual shorts,wide-leg fit,cotton,black,minimalist solid color style,"Polyester-viscose blend, draped and wrinkle-resistant, wide-leg silhouette to flatter the legs, suitable for spring/summer casual wear",drawstring
p594,accessory,knit scarf,Unisex,autumn/winter warm knit scarf,decorative thermal style,cotton,black,minimalist solid color style,"Wool-cashmere blend, warm and soft, minimalist fit for versatile autumn and winter styling",tie-fastening
p595,accessory,black long socks,Unisex,casual crew socks,mid-calf fit,cotton,black,minimalist solid color style,"Cotton-elastane blend, soft and resilient, mid-calf length for dress shoes, boots, etc.",direct wear
p596,shoes,platform derby shoes,Men's,British vintage casual leather shoes,chunky round-toe fit,leather,black,chunky sole round toe,"Contrast laces with metal hardware, platform design for vintage style, microfiber leather for texture and breathability, suitable for daily vintage casual wear",lace-up
p597,outerwear,double-breasted wool coat,Men's,autumn/winter commuter wool coat,long fit,cotton,tan,double-breasted detail,"Wool-polyester blend, warm and structured, double-breasted design for vintage look, suitable for commute",button closure
p598,mid_layer_top,basic turtleneck knit top,Men's,minimalist casual knit top,loose drop-shoulder fit,knit,black,turtleneck knit,"High neck for warmth, soft and skin-friendly fabric, loose fit suitable for solo, base layer, or layered wear",pullover
p599,bottom,draped casual trousers,Men's,commuter draped dress trousers,straight-leg fit,cotton,black,minimalist solid color style,"Polyester-viscose blend, draped and wrinkle-resistant, straight-leg fit to flatter the legs, suitable for smart-casual scenes",zipper closure
p600,accessory,printed silk scarf,Unisex,decorative printed silk scarf,decorative accessory style,cotton,black and gray printed,graphic print,"Mulberry silk, smooth texture, text print for design appeal, suitable for pairing with shirts, jackets, etc.",tie-fastening
p601,shoes,platform derby shoes,Men's,Italian handmade casual leather shoes,chunky round-toe fit,leather,black,chunky sole round toe,"Italian handcrafted quality with fine texture, platform design for layered aesthetic, top-grain cowhide for comfort and durability, suitable for autumn and winter daily casual and smart casual",lace-up
p602,outerwear,hooded wool coat,Men's,autumn/winter hooded wool coat,long fit,cotton,black,minimalist solid color style,"Wool-polyester blend, warm and structured, hooded design for utility, double-breasted for vintage look",button closure
p603,inner_top,pinstriped long-sleeve shirt,Men's,everyday casual pinstripe shirt,loose fit,cotton,gray and black striped,pinstripe detail,"Cotton-nylon blend, breathable and structured, pinstripe design for depth, suitable for daily casual or commute",button closure
p604,inner_top,contrast-trim long-sleeve shirt,Men's,everyday casual contrast-trim shirt,loose fit,cotton,dark gray,contrast trim style,"Cotton-nylon blend, breathable and structured, contrast side piping for detail, suitable for daily casual wear",button closure
p605,bottom,drawstring casual trousers,Men's,casual drawstring trousers,wide-leg fit,cotton,dark gray,drawstring,"Polyester-cotton blend, draped and wrinkle-resistant, drawstring waist for adjustable fit, side stripe for design appeal",drawstring
p606,shoes,platform derby shoes,Men's,British vintage casual leather shoes,chunky round-toe fit,leather,black,chunky sole round toe,"Contrast laces with metal hardware, platform design for vintage style, microfiber leather for texture and breathability, suitable for daily vintage casual wear",lace-up
p607,outerwear,plaid shirt jacket,Men's,autumn/winter plaid shirt jacket,loose fit,cotton,brown and gray plaid,plaid,"Wool-polyester blend, warm and structured, plaid design for vintage look, shirt-style fit for layering",button closure
p608,inner_top,minimalist long-sleeve shirt,Men's,casual long-sleeve shirt,loose fit,cotton,tan,minimalist solid color style,"Cotton-nylon blend, breathable and structured, loose fit for daily casual wear, suitable as a standalone or layering piece",button closure
p609,mid_layer_top,basic turtleneck knit top,Men's,minimalist casual knit top,loose drop-shoulder fit,knit,black,turtleneck knit,"High neck for warmth, soft and skin-friendly fabric, loose fit suitable for solo, base layer, or layered wear",pullover
p610,bottom,corduroy casual trousers,Men's,fall/winter corduroy casual trousers,straight-leg fit,cotton,black,minimalist solid color style,"Cotton corduroy, warm and structured, straight-leg fit to flatter the legs, suitable for autumn/winter casual wear",zipper closure
p611,shoes,platform derby shoes,Men's,British vintage casual leather shoes,chunky round-toe fit,leather,black,chunky sole round toe,"Contrast laces with metal hardware, platform design for vintage style, microfiber leather for texture and breathability, suitable for daily vintage casual wear",lace-up
p612,outerwear,plaid shirt jacket,Men's,autumn/winter plaid shirt jacket,loose fit,cotton,brown and gray plaid,plaid,"Wool-polyester blend, warm and structured, plaid design for vintage look, shirt-style fit for versatile layering",button closure
p613,inner_top,minimalist denim shirt,Men's,everyday casual denim shirt,loose fit,denim,light blue solid,minimalist solid color style,"Cotton-elastane blend for stretch, minimalist fit for daily casual wear, suitable for standalone or layering",button closure
p614,inner_top,minimalist solid color versatile long-sleeve T-shirt,Men's,casual basic top,regular fit,knit,black,crew neck,"Solid color base layer, suitable for layering, can be worn alone with accessories, soft and skin-friendly fabric, regular length",pullover
p615,bottom,corduroy casual trousers,Men's,fall/winter corduroy casual trousers,straight-leg fit,cotton,black,minimalist solid color style,"Cotton corduroy, warm and structured, straight-leg fit to flatter the legs, suitable for autumn/winter casual wear",zipper closure
p616,accessory,printed silk scarf,Unisex,decorative printed silk scarf,decorative accessory style,cotton,black and gray printed,graphic print,"Mulberry silk, smooth texture, text print for design appeal, suitable for pairing with shirts, jackets, etc.",tie-fastening
p617,bag,leather shoulder bag,Unisex,everyday casual leather shoulder bag,medium capacity bag,leather,deep black,minimalist solid color style,"Top-grain cow leather, fine texture, single-shoulder carry for daily use, minimalist and versatile design",single shoulder
p618,shoes,glossy loafers,Men's,smart casual glossy loafers,low-top flat sole,leather,black,glossy minimalist style,"Top-grain cow leather with glossy finish for texture, slip-on design for easy wear, suitable for smart-casual scenes",slip-on
p619,outerwear,knit cardigan,Men's,autumn/winter casual knit cardigan,loose fit,denim,tan,minimalist solid color style,"Wool-acrylic blend, warm and durable, side zip for design appeal, suitable for autumn/winter layering",button closure
p620,inner_top,contrast-trim long-sleeve shirt,Men's,everyday casual contrast-trim shirt,loose fit,cotton,tan,contrast trim style,"Cotton-nylon blend, breathable and structured, side contrast trim for added detail, suitable for daily casual wear",button closure
p621,mid_layer_top,basic turtleneck knit top,Men's,minimalist casual knit top,loose drop-shoulder fit,knit,black,turtleneck knit,"High neck for warmth, soft and skin-friendly fabric, loose fit suitable for solo, base layer, or layered wear",pullover
p622,bottom,draped casual trousers,Men's,commuter draped dress trousers,straight-leg fit,cotton,black,minimalist solid color style,"Polyester-viscose blend, draped and wrinkle-resistant, straight-leg fit to flatter the legs, suitable for smart-casual scenes",zipper closure
p623,accessory,letter baseball cap,Unisex,daily casual baseball cap,form-fitting headwear,cotton,tan,letter embellished style,"Cotton-nylon blend, breathable and durable, letter print for recognition, suitable for daily casual outfits",direct wear
p624,shoes,glossy loafers,Men's,smart casual glossy loafers,low-top flat sole,leather,black,glossy minimalist style,"Top-grain leather with a refined glossy finish, slip-on design for easy wear, suitable for smart-casual and daily wear",slip-on
p625,outerwear,textured knit cardigan,Men's,autumn/winter casual knit cardigan,loose fit,knit,dark gray,textured detail,"Wool-acrylic blend, warm and durable, textured finish for added quality, side zipper for design appeal",button closure
p626,mid_layer_top,basic turtleneck knit top,Men's,minimalist casual knit top,loose drop-shoulder fit,knit,black,turtleneck knit,"High neck for warmth, soft and skin-friendly fabric, loose fit suitable for solo, base layer, or layered wear",pullover
p627,bottom,distressed jeans,Men's,vintage distressed jeans,straight-leg fit,denim,dark gray distressed,distressed detail,"Cotton-elastane blend for stretch, distressed details for vintage style, straight-leg fit for most body types",zipper closure
p628,bag,leather shoulder bag,Unisex,everyday casual leather shoulder bag,medium capacity bag,leather,deep black,minimalist solid color style,"Top-grain cow leather, fine texture, single-shoulder carry for daily use, minimalist and versatile design",single shoulder
p629,shoes,high-top platform boots,Men's,trendy high-top platform boots,high-top platform,leather,black,minimalist solid color style,"Top-grain leather for quality, platform design for a trendy look, suitable for autumn and winter outfits",zipper closure
p630,mid_layer_top,suede vest,Men's,fall/winter thermal suede vest,loose fit,cotton,tan,minimalist solid color style,"Polyester-wool blend, warm and structured, sleeveless design for versatile layering",zipper closure
p631,inner_top,minimalist denim shirt,Men's,everyday casual denim shirt,loose fit,denim,light blue solid,minimalist solid color style,"Cotton-elastane blend for stretch, minimalist fit for daily casual wear, suitable for standalone or layering",button closure
p632,mid_layer_top,basic turtleneck knit top,Men's,minimalist casual knit top,loose drop-shoulder fit,knit,black,turtleneck knit,"High neck for warmth, soft and skin-friendly fabric, loose fit suitable for solo, base layer, or layered wear",pullover
p633,bottom,side-zip casual trousers,Men's,casual side-zip trousers,wide-leg fit,cotton,tan,side zipper detail,"Polyester-viscose blend, draped and wrinkle-resistant, side zipper detail, wide-leg fit to flatter the silhouette",zipper closure
p634,shoes,high-top platform boots,Men's,trendy high-top platform boots,high-top platform,leather,black,minimalist solid color style,"Top-grain leather with a fine texture, platform design for a trendy look, suitable for daily autumn and winter wear",zipper closure
p635,mid_layer_top,faux shearling vest,Men's,fall/winter thermal faux shearling vest,loose fit,leather,black,minimalist solid color style,"Faux shearling fabric, warm and soft, sleeveless design for versatile layering",zipper closure
p636,mid_layer_top,zip-up hooded sweatshirt,Men's,everyday casual zip-up sweatshirt,loose fit,cotton,black,minimalist solid color style,"Cotton-polyester fleece, soft and warm, zip closure for easy wear, hooded silhouette for daily casual wear",zipper closure
p637,inner_top,pinstriped long-sleeve shirt,Men's,everyday casual pinstripe shirt,loose fit,cotton,gray and black striped,pinstripe detail,"Cotton-nylon blend, breathable and structured, fine stripe design for added depth, suitable for daily casual and commute",button closure
p638,bottom,distressed jeans,Men's,vintage distressed jeans,straight-leg fit,denim,dark gray distressed,distressed detail,"Cotton-elastane blend for enhanced stretch, distressed detailing for a vintage style, straight-leg fit suitable for most body types",zipper closure
p639,shoes,high-top platform boots,Men's,trendy high-top platform boots,high-top platform,leather,black,minimalist solid color style,"Top-grain leather for quality, platform design for a trendy look, suitable for various autumn and winter styles",zipper closure
p640,outerwear,double-breasted wool coat,Men's,autumn/winter commuter wool coat,long fit,cotton,light gray,minimalist solid color style,"Wool-polyester blend, warm and structured, double-breasted design for a vintage feel, long length for added warmth",button closure
p641,mid_layer_top,zip-up hooded sweatshirt,Men's,everyday casual zip-up sweatshirt,loose fit,cotton,light gray,minimalist solid color style,"Cotton-polyester fleece, soft and warm, zip closure for easy wear, hooded silhouette for daily casual wear",zipper closure
p642,mid_layer_top,basic turtleneck knit top,Men's,minimalist casual knit top,loose drop-shoulder fit,knit,black,turtleneck knit,"High neck for warmth, soft and skin-friendly fabric, loose fit suitable for solo, base layer, or layered wear",pullover
p643,bottom,straight-leg jeans,Men's,everyday casual straight-leg jeans,straight-leg fit,denim,light blue solid,minimalist solid color style,"Cotton-spandex blend for elasticity, straight-leg fit to flatter legs, versatile for various daily styles",zipper closure
p644,shoes,high-top platform boots,Men's,trendy high-top platform boots,high-top platform,leather,black,minimalist solid color style,"Top-grain leather with a fine texture, platform design for a trendy look, suitable for daily autumn and winter wear",zipper closure
p645,outerwear,double-breasted wool coat,Men's,autumn/winter commuter wool coat,long fit,cotton,light gray,minimalist solid color style,"Wool-polyester blend, warm and structured, double-breasted design for a vintage feel, long length suitable for commuting",button closure
p646,mid_layer_top,turtleneck knit sweater,Men's,fall/winter thermal turtleneck sweater,loose fit,knit,light gray,minimalist solid color style,"Wool-cashmere blend, warm and soft, turtleneck design for added warmth, suitable for autumn and winter layering",pullover
p647,bottom,draped casual trousers,Men's,commuter draped dress trousers,straight-leg fit,cotton,dark gray,minimalist solid color style,"Polyester-viscose blend, draped and wrinkle-resistant, straight-leg fit to flatter the legs, suitable for smart-casual scenes",zipper closure
p648,bag,leather shoulder bag,Unisex,everyday casual leather shoulder bag,medium capacity bag,leather,deep black,minimalist solid color style,"Top-grain cow leather, fine texture, single-shoulder carry for daily use, minimalist and versatile design",single shoulder
p649,accessory,printed silk scarf,Unisex,decorative printed silk scarf,decorative accessory style,cotton,black and gray printed,graphic print,"Mulberry silk, smooth texture, text print for design appeal, suitable for pairing with shirts, jackets, etc.",tie-fastening
p650,shoes,platform derby shoes,Men's,Italian handmade casual leather shoes,chunky round-toe fit,leather,black,chunky sole round toe,"Italian handcrafted quality with fine texture, platform design for layered aesthetic, top-grain cowhide for comfort and durability, suitable for autumn and winter daily casual and smart casual",lace-up
p651,outerwear,quilted lightweight down jacket,Men's,fall/winter lightweight quilted down jacket,loose fit,down,tan,minimalist quilted,"Polyester-nylon blend, windproof, down-filled for warmth, lightweight fit suitable for layering",zipper closure
p652,inner_top,minimalist solid color versatile long-sleeve T-shirt,Men's,casual basic top,regular fit,knit,black,crew neck,"Solid color base layer, suitable for layering, can be worn alone with accessories, soft and skin-friendly fabric, regular length",pullover
p653,inner_top,minimalist solid color versatile long-sleeve T-shirt,Men's,casual basic top,regular fit,cotton,white,crew neck,"Solid color base layer, suitable for layering, can be worn alone with accessories, soft and skin-friendly fabric, regular length",pullover
p654,bottom,cargo-style casual trousers,Men's,outdoor cargo casual trousers,straight-leg fit,cotton,tan,minimalist utility style,"Cotton-polyester blend, durable and wrinkle-resistant, cargo pockets for outdoor storage, straight-leg fit for most body types",zipper closure
p655,shoes,techwear casual shoes,Men's,outdoor techwear casual shoes,low-top flat sole,leather,black and gray colorblock,tech-style embellished,"Leather for quality, mesh for breathability, buckle closure to accommodate different foot shapes",buckle closure
p656,outerwear,quilted lightweight down jacket,Men's,fall/winter lightweight quilted down jacket,loose fit,down,black,minimalist quilted,"Polyester-nylon blend, windproof, down-filled for warmth, lightweight fit suitable for various occasions",zipper closure
p657,mid_layer_top,contrast trim knit sweater,Men's,autumn/winter contrast-trim knit sweater,loose fit,knit,light gray,contrast trim style,"Wool-acrylic blend, warm and durable, contrast hem for added detail, suitable for autumn and winter layering",pullover
p658,bottom,draped casual shorts,Men's,spring/summer draped casual shorts,wide-leg fit,cotton,black,minimalist solid color style,"Polyester-viscose blend, drape and wrinkle-resistant, wide-leg silhouette to flatter legs, suitable for spring/summer daily casual wear",drawstring
p659,bag,nylon shoulder bag,Unisex,everyday casual nylon shoulder bag,medium capacity bag,leather,black,minimalist solid color style,"Nylon material, lightweight and durable, single-shoulder carry for daily use, high-capacity design for utility",single shoulder
p660,accessory,printed socks,Unisex,casual printed crew socks,mid-calf fit,cotton,black,graphic print,"Cotton-elastane blend, soft and resilient, graphic print for design appeal, suitable for pairing with various footwear",direct wear
p661,shoes,tech-style platform shoes,Men's,outdoor tech platform shoes,low-top platform,leather,black and brown colorblock,tech-style embellished,"Top-grain leather for quality, multi-lace design for a techwear style, platform sole for a trendy look",lace-up
p662,outerwear,long wool coat,Men's,fall/winter commuter wool coat,long fit,cotton,tan,minimalist solid color style,"Wool-polyester blend, warm and structured, patch pocket design for utility, suitable for autumn and winter commuting",button closure
p663,inner_top,corduroy long-sleeve shirt,Men's,casual corduroy shirt,loose fit,cotton,tan,minimalist solid color style,"Pure cotton corduroy, warm and structured, loose fit for daily casual wear, suitable as a standalone piece or layering",button closure
p664,bottom,corduroy casual trousers,Men's,fall/winter corduroy casual trousers,straight-leg fit,cotton,tan,minimalist solid color style,"Cotton corduroy, warm and structured, straight-leg fit to flatter the legs, suitable for autumn/winter casual wear",zipper closure
p665,bag,leather shoulder bag,Unisex,everyday casual leather shoulder bag,medium capacity bag,leather,deep black,minimalist solid color style,"Top-grain cow leather, fine texture, single-shoulder carry for daily use, minimalist and versatile design",single shoulder
p666,shoes,black lace-up formal leather shoes,Men's,business casual leather shoes,low-top flat sole,leather,solid black,business dress shoe,"Minimalist lace-up design, refined leather texture, suitable for commuting, business, and formal occasions",lace-up
p667,outerwear,long wool coat,Men's,fall/winter commuter wool coat,long fit,cotton,tan,minimalist solid color style,"Wool-polyester blend, warm and structured, patch pocket design for utility, suitable for various autumn and winter styles",button closure
p668,mid_layer_top,zip-up hooded sweatshirt,Men's,everyday casual zip-up sweatshirt,loose fit,cotton,black,minimalist solid color style,"Cotton-polyester fleece, soft and warm, zip closure for easy wear, hooded silhouette for daily casual wear",zipper closure
p669,inner_top,micro-check long-sleeve shirt,Men's,casual micro-check shirt,loose fit,cotton,gray and black plaid,plaid,"Cotton-nylon blend, breathable and structured, fine check design for added depth, suitable for daily casual and commute",button closure
p670,bottom,draped casual trousers,Men's,commuter draped dress trousers,straight-leg fit,cotton,black,minimalist solid color style,"Polyester-viscose blend, draped and wrinkle-resistant, straight-leg fit to flatter the legs, suitable for smart-casual scenes",zipper closure
p671,accessory,leather tie,Unisex,smart casual leather tie,decorative accessory style,silk,black,minimalist solid color style,"Top-grain leather with a fine texture, classic tie-style suitable for smart-casual occasions",tie-fastening
p672,bag,leather shoulder bag,Unisex,everyday casual leather shoulder bag,medium capacity bag,leather,deep black,minimalist solid color style,"Top-grain leather with a fine texture, single-shoulder carry for daily use, large capacity for practicality",single shoulder
p673,shoes,glossy loafers,Men's,smart casual glossy loafers,low-top flat sole,leather,black,glossy minimalist style,"Top-grain leather with a glossy finish for quality, slip-on design for easy wear, suitable for smart-casual occasions",slip-on
p674,outerwear,long wool coat,Men's,fall/winter commuter wool coat,long fit,cotton,black,minimalist solid color style,"Wool-polyester blend, warm and structured, patch pocket design for utility, suitable for autumn and winter commuting",button closure
p675,mid_layer_top,basic turtleneck knit top,Men's,minimalist casual knit top,loose drop-shoulder fit,knit,black,turtleneck knit,"High neck for warmth, soft and skin-friendly fabric, loose fit suitable for solo, base layer, or layered wear",pullover
p676,bottom,distressed jeans,Men's,vintage distressed jeans,straight-leg fit,denim,dark gray distressed,distressed detail,"Cotton-elastane blend for enhanced stretch, distressed detailing for a vintage style, straight-leg fit suitable for most body types",zipper closure
p677,accessory,marl knit beanie,Unisex,fall/winter thermal knit beanie,stretch fit,knit,black and gray heathered,mottled detail,"Wool-acrylic blend, warm and durable, heathered texture for design appeal, elastic fit suitable for most head sizes",direct wear
p678,bag,leather shoulder bag,Unisex,everyday casual leather shoulder bag,medium capacity bag,leather,deep black,minimalist solid color style,"Top-grain cow leather, fine texture, single-shoulder carry for daily use, minimalist and versatile design",single shoulder
p679,shoes,platform derby shoes,Men's,Italian handmade casual leather shoes,chunky round-toe fit,leather,black,chunky sole round toe,"Italian handcrafted quality, platform design for layered styling, top-grain leather for comfort and durability, suitable for autumn and winter casual and smart-casual wear",lace-up
p680,outerwear,faux shearling collar jacket,Men's,fall/winter thermal jacket,loose fit,cotton,black,paneled style,"Nylon material, waterproof and durable, faux shearling collar for warmth, drawstring hem to adjust fit",button closure
p681,mid_layer_top,graphic hooded sweatshirt,Men's,everyday casual printed sweatshirt,loose fit,knit,black,printed style,"Cotton-polyester fleece, soft and warm, graphic print for style, hooded silhouette for daily casual wear",pullover
p682,bottom,contrast-waist casual trousers,Men's,casual contrast-waist trousers,wide-leg fit,cotton,black,contrast detail,"Polyester-cotton blend, draped and wrinkle-resistant, contrast waistband for detail, wide-leg fit to flatter the silhouette",drawstring
p683,bag,nylon shoulder bag,Unisex,everyday casual nylon shoulder bag,medium capacity bag,leather,black,minimalist solid color style,"Nylon material, lightweight and durable, single-shoulder carry for daily use, high-capacity design for utility",single shoulder
p684,shoes,techwear casual shoes,Men's,outdoor techwear casual shoes,low-top flat sole,leather,black and gray colorblock,tech-style embellished,"Leather for quality, mesh for breathability, buckle closure to accommodate different foot shapes",buckle closure
p685,outerwear,faux shearling collar jacket,Men's,fall/winter thermal jacket,loose fit,cotton,light khaki,paneled style,"Nylon material, waterproof and durable, faux shearling collar for warmth, drawstring hem to adjust fit",button closure
p686,mid_layer_top,solid-color turtleneck knit sweater,Men's,minimalist warm knit top,loose fit,knit,brownish red,turtleneck knit,"High-neck design for warmth, soft and skin-friendly fabric, loose fit for standalone, layering, or under-layering",pullover
p687,bottom,cargo-style casual trousers,Men's,outdoor cargo casual trousers,straight-leg fit,cotton,tan,minimalist utility style,"Cotton-polyester blend, durable and wrinkle-resistant, cargo pockets for outdoor storage, straight-leg fit for most body types",zipper closure
p688,shoes,suede hiking boots,Men's,outdoor hiking shoes,low-top platform,leather,tan,minimalist solid color style,"Suede leather for quality, platform design for enhanced grip, suitable for outdoor casual wear",lace-up
p689,mid_layer_top,faux shearling vest,Men's,fall/winter thermal faux shearling vest,loose fit,leather,black,minimalist solid color style,"Faux shearling fabric, warm and soft, sleeveless design for versatile layering",zipper closure
p690,outerwear,diamond quilted long trench coat,Men's,fall/winter quilted long trench coat,long fit,cotton,black,diamond pattern,"Polyester-nylon blend, windproof, down-filled for warmth, diamond-quilted texture for design appeal",button closure
p691,mid_layer_top,basic turtleneck knit top,Men's,minimalist casual knit top,loose drop-shoulder fit,knit,black,turtleneck knit,"High neck for warmth, soft and skin-friendly fabric, loose fit suitable for solo, base layer, or layered wear",pullover
p692,bottom,straight-leg jeans,Men's,everyday casual straight-leg jeans,straight-leg fit,denim,light blue solid,minimalist solid color style,"Cotton-spandex blend for elasticity, straight-leg fit to flatter legs, versatile for various daily styles",zipper closure
p693,bag,nylon shoulder bag,Unisex,everyday casual nylon shoulder bag,medium capacity bag,leather,black,minimalist solid color style,"Nylon material, lightweight and durable, single-shoulder carry for daily use, high-capacity design for utility",single shoulder
p694,shoes,layered leather square-toe derby shoes,Men's,Korean-style elegant commuter derby shoes,low-top platform,leather,black,square-toe platform,"Layered leather craftsmanship for textured finish, square-toe design for Korean style, platform sole balances comfort and aesthetics, suitable for daily commuting and smart casual",lace-up
p695,outerwear,quilted lightweight down jacket,Men's,fall/winter lightweight quilted down jacket,loose fit,down,tan,minimalist quilted,"Polyester-nylon blend, windproof, down-filled for warmth, lightweight fit suitable for layering",zipper closure
p696,inner_top,corduroy long-sleeve shirt,Men's,casual corduroy shirt,loose fit,cotton,tan,minimalist solid color style,"Pure cotton corduroy, warm and structured, loose fit for daily casual wear, suitable as a standalone piece or layering",button closure
p697,mid_layer_top,solid-color turtleneck knit sweater,Men's,minimalist warm knit top,loose fit,knit,brownish red,turtleneck knit,"High-neck design for warmth, soft and skin-friendly fabric, loose fit for standalone, layering, or under-layering",pullover
p698,bottom,corduroy casual trousers,Men's,fall/winter corduroy casual trousers,straight-leg fit,cotton,light khaki,minimalist solid color style,"Cotton corduroy, warm and structured, straight-leg fit to flatter the legs, suitable for autumn/winter casual wear",zipper closure
p699,shoes,suede casual shoes,Men's,everyday casual suede shoes,low-top flat sole,leather,tan,minimalist solid color style,"Suede texture, synthetic leather for durability, lace-up design for adjustable fit",lace-up
p700,outerwear,quilted lightweight down jacket,Men's,fall/winter lightweight quilted down jacket,loose fit,down,black,minimalist quilted,"Polyester-nylon blend, windproof, down-filled for warmth, lightweight fit suitable for layering",zipper closure
p701,inner_top,minimalist solid color versatile long-sleeve T-shirt,Men's,casual basic top,regular fit,cotton,white,crew neck,"Solid color base layer, suitable for layering, can be worn alone with accessories, soft and skin-friendly fabric, regular length",pullover
p702,mid_layer_top,basic turtleneck knit top,Men's,minimalist casual knit top,loose drop-shoulder fit,knit,black,turtleneck knit,"High neck for warmth, soft and skin-friendly fabric, loose fit suitable for solo, base layer, or layered wear",pullover
p703,bottom,draped casual trousers,Men's,commuter draped casual trousers,wide-leg fit,cotton,black,minimalist solid color style,"Polyester-viscose blend, draped and wrinkle-resistant, wide-leg silhouette to flatter the legs, suitable for smart-casual scenes",zipper closure
p704,shoes,techwear casual shoes,Men's,outdoor techwear casual shoes,low-top flat sole,leather,black and gray colorblock,tech-style embellished,"Leather for quality, mesh for breathability, buckle closure to accommodate different foot shapes",buckle closure
p705,inner_top,minimalist denim shirt,Men's,everyday casual denim shirt,loose fit,denim,light blue solid,minimalist solid color style,"Cotton-elastane blend for stretch, minimalist fit for daily casual wear, suitable for standalone or layering",button closure
p706,inner_top,minimalist solid color versatile long-sleeve T-shirt,Men's,casual basic top,regular fit,cotton,white,crew neck,"Solid color base layer, suitable for layering, can be worn alone with accessories, soft and skin-friendly fabric, regular length",pullover
p707,bottom,straight-leg jeans,Men's,everyday casual straight-leg jeans,straight-leg fit,denim,light blue solid,minimalist solid color style,"Cotton-spandex blend for elasticity, straight-leg fit to flatter legs, versatile for various daily styles",zipper closure
p708,shoes,techwear casual shoes,Men's,outdoor techwear casual shoes,low-top flat sole,leather,black and gray colorblock,tech-style embellished,"Leather for quality, mesh for breathability, buckle closure to accommodate different foot shapes, suitable for outdoor casual wear",buckle closure
p709,inner_top,corduroy long-sleeve shirt,Men's,casual corduroy shirt,loose fit,cotton,tan,minimalist solid color style,"Pure cotton corduroy, warm and structured, loose fit for daily casual wear, suitable as a standalone piece or layering",button closure
p710,inner_top,minimalist solid color versatile long-sleeve T-shirt,Men's,casual basic top,regular fit,knit,black,crew neck,"Solid color base layer, suitable for layering, can be worn alone with accessories, soft and skin-friendly fabric, regular length",pullover
p711,bottom,corduroy casual trousers,Men's,fall/winter corduroy casual trousers,straight-leg fit,cotton,tan,minimalist solid color style,"Cotton corduroy, warm and structured, straight-leg fit to flatter the legs, suitable for autumn/winter casual wear",zipper closure
p712,accessory,letter baseball cap,Unisex,daily casual baseball cap,form-fitting headwear,cotton,black,letter embellished style,"Cotton-nylon blend, breathable and durable, letter print for recognition, suitable for daily casual outfits",direct wear
p713,bag,nylon shoulder bag,Unisex,everyday casual nylon shoulder bag,medium capacity bag,leather,black,minimalist solid color style,"Nylon material, lightweight and durable, single-shoulder carry for daily use, high-capacity design for utility",single shoulder
p714,shoes,black lace-up formal leather shoes,Men's,business casual leather shoes,low-top flat sole,leather,solid black,business dress shoe,"Minimalist lace-up design, refined leather texture, suitable for commuting, business, and formal occasions",lace-up
p715,mid_layer_top,cable-knit sweater,Men's,fall/winter casual cable-knit sweater,loose fit,knit,light khaki,cable knit texture,"Wool-acrylic blend, warm and durable, cable-knit texture for design appeal, half-zip design for easy wear",zipper closure
p716,inner_top,minimalist long-sleeve shirt,Men's,casual long-sleeve shirt,loose fit,cotton,light blue,minimalist solid color style,"Cotton-nylon blend, breathable and structured, loose fit for daily casual or commute, suitable for standalone or layering",button closure
p717,bottom,straight-leg jeans,Men's,everyday casual straight-leg jeans,straight-leg fit,denim,medium blue distressed,distressed style,"Cotton-elastane blend for stretch, distressed finish for vintage look, straight-leg fit to flatter the legs",zipper closure
p718,accessory,solid color silk scarf,Unisex,casual solid color silk scarf,decorative accessory style,cotton,light pink,minimalist solid color style,"Silk, smooth texture, minimalist solid color suitable for pairing with shirts, jackets, and more",tie-fastening
p719,shoes,suede casual shoes,Men's,everyday casual suede shoes,low-top flat sole,leather,tan,minimalist solid color style,"Suede texture, synthetic leather for durability, lace-up design for adjustable fit",lace-up
p720,mid_layer_top,cable-knit sweater,Men's,fall/winter casual cable-knit sweater,loose fit,knit,dark gray,cable knit texture,"Wool-acrylic blend, warm and durable, cable-knit texture for added quality, half-zip design for practicality",zipper closure
