itemID,title,gender,style,outline,materials,color,pattern,detail,donning/doffing,URL link
p1182,黑色铆钉厚底单鞋,通用款,搭扣单鞋,厚底鞋型,皮质面料,黑色+铆钉装饰,纯色无花纹,搭扣+厚底设计,套脚式穿脱,https://detail.tmall.com/item.htm?id=760790035733&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000NbIN92Yu_z9Eq9zSmVeTNhx884v5DnyTEsnpgylU5pI&skuId=5245474121891&priceTId=2147803c17686349840161821e109f&utparam=%7B%22aplus_abtest%22%3A%228eccdb72feed7c7b2d12c278ce3dc98c%22%7D&spm=a21n57.imgsearch.item.2
p1183,米白撞领立领夹克,通用款,立领拉链夹克,宽松短款版型,棉质面料,米白+黑领装饰,纯色无花纹,立领+抽绳+拉链设计,拉链式穿脱,https://item.taobao.com/item.htm?id=967294344323&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=00003v1gp1oSiGdpjbrmRVa3J9RRW2pd7JlitEtJTwpWXzc&skuId=5910416004372&priceTId=2147803c17686350013673376e109f&utparam=%7B%22aplus_abtest%22%3A%22aaf818b5df5d2a8cce0d798fd0373c5a%22%7D&spm=a21n57.imgsearch.item.2&benefitReciveParams=%7B%22toast%22%3Atrue%2C%22channel%22%3A%22lafite_pcsousuojx%22%2C%22asac%22%3A%223A258115YHMBX70LR8BMZD%22%2C%22strategyCode%22%3A%22cf99038e5ad44072877c2d331145e0b4%22%2C%22selectedBenefitCode%22%3A%223f269a874b2f4b28a5758840728ea52b%2Ce7f9a72695b14f42b720e12207339b38%2C4197878247924afeb9f32be0b7fb6505%22%7D
p1184,米白V领针织衫,通用款,V领长袖针织衫,修身合身版型,针织面料,米白色,绞花纹理,V领+罗纹收边,套头式穿脱,https://item.taobao.com/item.htm?id=970574924370&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000fOzCWk05bsEqgrt86RqBdGta-BX5BGudklkDndYYQz0&skuId=5917431660567&priceTId=2147803c17686350130814157e109f&utparam=%7B%22aplus_abtest%22%3A%22ffa8ce87e012a625656566eca9fdbde9%22%7D&spm=a21n57.imgsearch.item.2&benefitReciveParams=%7B%22toast%22%3Atrue%2C%22channel%22%3A%22lafite_pcsousuojx%22%2C%22asac%22%3A%223A258115YHMBX70LR8BMZD%22%2C%22strategyCode%22%3A%22cf99038e5ad44072877c2d331145e0b4%22%2C%22selectedBenefitCode%22%3A%223f269a874b2f4b28a5758840728ea52b%2Ce7f9a72695b14f42b720e12207339b38%2C4197878247924afeb9f32be0b7fb6505%22%7D
p1185,黑色灯芯绒中长裙,通用款,高腰中长裙,宽松裙型,灯芯绒面料,黑色,纯色无花纹,高腰+松紧腰+褶裥设计,松紧腰+套穿式,https://item.taobao.com/item.htm?id=999372178954&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000rhYT-oxc4IwY1Wucgxfo4rFvZytnENHWO8B1kbQptYE&skuId=6151278051641&priceTId=2147803c17686350256854968e109f&utparam=%7B%22aplus_abtest%22%3A%22a157ad40dbf1c473625f246a9530abf7%22%7D&spm=a21n57.imgsearch.item.1&benefitReciveParams=%7B%22toast%22%3Atrue%2C%22channel%22%3A%22lafite_pcsousuojx%22%2C%22asac%22%3A%223A258115YHMBX70LR8BMZD%22%2C%22strategyCode%22%3A%22cf99038e5ad44072877c2d331145e0b4%22%2C%22selectedBenefitCode%22%3A%223f269a874b2f4b28a5758840728ea52b%2Ce7f9a72695b14f42b720e12207339b38%2C4197878247924afeb9f32be0b7fb6505%22%7D
p1186,浅蓝绳结装饰斜挎包,通用款,斜挎包,包型,布艺面料,浅蓝色,纯色无花纹,绳结装饰+单肩带设计,肩带式佩戴,https://detail.tmall.com/item.htm?id=757147190318&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000aderg7Rk20oClMZlMFD-9zQ4XBzWWu7jrvCao_qmIAs&skuId=6013395921466&priceTId=2147803c17686350410756030e109f&utparam=%7B%22aplus_abtest%22%3A%227492ee509704904b2136a7e1f8bac781%22%7D&spm=a21n57.imgsearch.item.3
p1187,棕褐拼色休闲鞋,通用款,系带休闲鞋,平底鞋型,麂皮面料,棕褐+米白装饰,纯色无花纹,系带+品牌标识,系带式穿脱,https://item.taobao.com/item.htm?id=904210442453&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000_KI7soXXNoVy56zl9MTYEfh8WXFIjPhJ7Q-QmMqmN5Y&skuId=5762959516662&priceTId=2147803c17686350534436851e109f&utparam=%7B%22aplus_abtest%22%3A%22460aa28fa1ce66e1ba495d5fe4395cbe%22%7D&spm=a21n57.imgsearch.item.4
p1188,浅蓝荷叶边衬衫,通用款,长袖衬衫,宽松版型,棉质面料,浅蓝色,荷叶边纹理,单排扣+荷叶边装饰,系扣式穿脱,https://item.taobao.com/item.htm?id=988209140005&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000SIAxdLHvVLFLo4pe_tDfso8bkTOM4Knq6xCmJUSjOkI&skuId=5951942689569&priceTId=2147803c17686350862191138e109f&utparam=%7B%22aplus_abtest%22%3A%22e3c866e0e0a2c186ab20e927c3c87432%22%7D&spm=a21n57.imgsearch.item.3
p1189,米白半高领针织衫,通用款,半高领长袖针织衫,修身合身版型,针织面料,米白色,坑条纹理,半高领+罗纹收边,套头式穿脱,https://item.taobao.com/item.htm?id=951342097554&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000RXxHBraAl4SUGqs5aV6FJCafeSwWXD3muSNb60ddXbI&skuId=5865858836934&priceTId=2147803c17686350980771874e109f&utparam=%7B%22aplus_abtest%22%3A%22bb73caba6e3a5c003b40e45e1e465977%22%7D&spm=a21n57.imgsearch.item.1&benefitReciveParams=%7B%22toast%22%3Atrue%2C%22channel%22%3A%22lafite_pcsousuojx%22%2C%22asac%22%3A%223A258115YHMBX70LR8BMZD%22%2C%22strategyCode%22%3A%22cf99038e5ad44072877c2d331145e0b4%22%2C%22selectedBenefitCode%22%3A%223f269a874b2f4b28a5758840728ea52b%2Ce7f9a72695b14f42b720e12207339b38%2C4197878247924afeb9f32be0b7fb6505%22%7D
p1190,深灰高腰长裙,通用款,高腰长裙,宽松裙型,针织面料,深灰色,纯色无花纹,高腰+松紧腰设计,松紧腰+套穿式,https://item.taobao.com/item.htm?id=949729459794&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000EanmTeOvr2hQyIpi4Ur6g7TPPzkl_oLKkIPrGTh2ofI&skuId=6030856058808&priceTId=2147803c17686351119992741e109f&utparam=%7B%22aplus_abtest%22%3A%222d7ae5818e499a461da6cabe1bb665f0%22%7D&spm=a21n57.imgsearch.item.1&benefitReciveParams=%7B%22toast%22%3Atrue%2C%22channel%22%3A%22lafite_pcsousuojx%22%2C%22asac%22%3A%223A258115YHMBX70LR8BMZD%22%2C%22strategyCode%22%3A%22cf99038e5ad44072877c2d331145e0b4%22%2C%22selectedBenefitCode%22%3A%223f269a874b2f4b28a5758840728ea52b%2Ce7f9a72695b14f42b720e12207339b38%2C4197878247924afeb9f32be0b7fb6505%22%7D
p1191,黑色漆皮搭扣单鞋,通用款,搭扣单鞋,低跟鞋型,漆皮面料,黑色,纯色无花纹,搭扣+方头设计,套脚式穿脱,https://detail.tmall.com/item.htm?id=822479874791&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000XqT4Josvd88w_4kz2bze6uqN_0I8j9_Yo_my9e4GD4I&skuId=5704282019284&priceTId=2147803c17686351283693595e109f&utparam=%7B%22aplus_abtest%22%3A%22069ead7a3ab9ed8c31c83ce3f4f0e443%22%7D&spm=a21n57.imgsearch.item.1&benefitReciveParams=%7B%22toast%22%3Atrue%2C%22channel%22%3A%22lafite_pcsousuojx%22%2C%22asac%22%3A%223A258115YHMBX70LR8BMZD%22%2C%22strategyCode%22%3A%22cf99038e5ad44072877c2d331145e0b4%22%2C%22selectedBenefitCode%22%3A%223f269a874b2f4b28a5758840728ea52b%2Ce7f9a72695b14f42b720e12207339b38%2C4197878247924afeb9f32be0b7fb6505%22%7D
p1192,深灰撞边针织马甲,通用款,V领针织马甲,无袖版型,针织面料,深灰+白边装饰,纯色无花纹,V领+标识装饰,套头式穿脱,https://item.taobao.com/item.htm?id=1008458128407&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000p6rXVDqq-cbpjQXjjhbe2vERjR2wn9P0sXdCWfIFXR8&skuId=6169581187672&priceTId=2147803c17686351433584334e109f&utparam=%7B%22aplus_abtest%22%3A%22c17c01658e4f89381dce3bd4d426a675%22%7D&spm=a21n57.imgsearch.item.11&benefitReciveParams=%7B%22toast%22%3Atrue%2C%22channel%22%3A%22lafite_pcsousuojx%22%2C%22asac%22%3A%223A258115YHMBX70LR8BMZD%22%2C%22strategyCode%22%3A%22cf99038e5ad44072877c2d331145e0b4%22%2C%22selectedBenefitCode%22%3A%223f269a874b2f4b28a5758840728ea52b%2Ce7f9a72695b14f42b720e12207339b38%2C4197878247924afeb9f32be0b7fb6505%22%7D
p1193,浅蓝条纹领结衬衫,通用款,长袖衬衫,宽松版型,棉质面料,浅蓝+条纹装饰,条纹图案,领结+单排扣设计,系扣式穿脱,https://item.taobao.com/item.htm?id=950145010839&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000HP_Kc0zpzkSfNzm-PQ_DA7Mtq3174u5RHi-GJyGLL-E&skuId=5871098553014&priceTId=2147803c17686351592935167e109f&utparam=%7B%22aplus_abtest%22%3A%2281d9de20666d6434def11cc23ed912f9%22%7D&spm=a21n57.imgsearch.item.1&benefitReciveParams=%7B%22toast%22%3Atrue%2C%22channel%22%3A%22lafite_pcsousuojx%22%2C%22asac%22%3A%223A258115YHMBX70LR8BMZD%22%2C%22strategyCode%22%3A%22cf99038e5ad44072877c2d331145e0b4%22%2C%22selectedBenefitCode%22%3A%223f269a874b2f4b28a5758840728ea52b%2Ce7f9a72695b14f42b720e12207339b38%2C4197878247924afeb9f32be0b7fb6505%22%7D
p1194,深灰高腰中裙,通用款,高腰中裙,宽松裙型,棉质面料,深灰色,纯色无花纹,高腰+褶裥设计,拉链+系扣式,https://item.taobao.com/item.htm?id=951364284640&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000urWlre5JdFVAqPxvQDtB87BtiXx-KAaY0yj5mrhRIwY&skuId=5865844345791&priceTId=2147803c17686351712955941e109f&utparam=%7B%22aplus_abtest%22%3A%220bea553cf7abc9ee60a42e5480db7a4b%22%7D&spm=a21n57.imgsearch.item.1&benefitReciveParams=%7B%22toast%22%3Atrue%2C%22channel%22%3A%22lafite_pcsousuojx%22%2C%22asac%22%3A%223A258115YHMBX70LR8BMZD%22%2C%22strategyCode%22%3A%22cf99038e5ad44072877c2d331145e0b4%22%2C%22selectedBenefitCode%22%3A%223f269a874b2f4b28a5758840728ea52b%2Ce7f9a72695b14f42b720e12207339b38%2C4197878247924afeb9f32be0b7fb6505%22%7D
p1195,黑色多扣高筒靴,通用款,高筒靴,靴型,皮质面料,黑色,纯色无花纹,多搭扣+系带设计,套脚式穿脱,https://detail.tmall.com/item.htm?id=816745808280&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000sGoE6tGMzw94TSAIcdaza7T1ZM3b3AZBMGewjbxp5bo&skuId=5685133811497&priceTId=2147803c17686351863077146e109f&utparam=%7B%22aplus_abtest%22%3A%226abcf176592362307f922430359008ac%22%7D&spm=a21n57.imgsearch.item.2&benefitReciveParams=%7B%22toast%22%3Atrue%2C%22channel%22%3A%22lafite_pcsousuojx%22%2C%22asac%22%3A%223A258115YHMBX70LR8BMZD%22%2C%22strategyCode%22%3A%22cf99038e5ad44072877c2d331145e0b4%22%2C%22selectedBenefitCode%22%3A%223f269a874b2f4b28a5758840728ea52b%2Ce7f9a72695b14f42b720e12207339b38%2C4197878247924afeb9f32be0b7fb6505%22%7D
p1196,深蓝撞领牛仔夹克,通用款,翻领系扣夹克,宽松短款版型,牛仔布+麂皮面料,深蓝+棕领装饰,纯色无花纹,翻领+单排扣+贴袋设计,系扣式穿脱,https://item.taobao.com/item.htm?id=962946254924&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000qnstfkv5TLkaJF4OnJfn-CAOZV3n6PHtJo9I8sFNRsw&skuId=6080639930845&priceTId=2147803c17686352045518459e109f&utparam=%7B%22aplus_abtest%22%3A%22bcc09f3ddb2d6643ab210399414947f9%22%7D&spm=a21n57.imgsearch.item.1
p1197,米白半高领针织衫,通用款,半高领长袖针织衫,修身合身版型,针织面料,米白色,坑条纹理,半高领+罗纹收边,套头式穿脱,https://item.taobao.com/item.htm?id=951342097554&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000RXxHBraAl4SUGqs5aV6FJEmJG0d-bClLoIUaYwC5MUs&skuId=5865858836934&priceTId=2147803c17686352138441044e109f&utparam=%7B%22aplus_abtest%22%3A%22efc2a2e383698c49cdec124fa67bc08d%22%7D&spm=a21n57.imgsearch.item.1&benefitReciveParams=%7B%22toast%22%3Atrue%2C%22channel%22%3A%22lafite_pcsousuojx%22%2C%22asac%22%3A%223A258115YHMBX70LR8BMZD%22%2C%22strategyCode%22%3A%22cf99038e5ad44072877c2d331145e0b4%22%2C%22selectedBenefitCode%22%3A%223f269a874b2f4b28a5758840728ea52b%2Ce7f9a72695b14f42b720e12207339b38%2C4197878247924afeb9f32be0b7fb6505%22%7D
p1198,深蓝高腰牛仔裙,通用款,高腰牛仔裙,修身裙型,牛仔布面料,深蓝色,纯色无花纹,高腰+明线装饰,拉链+系扣式,https://item.taobao.com/item.htm?id=951340496679&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000ijjmQn_uvswzuspcR5wut0XCR8ngwdg6jlogC_r8uRc&skuId=6031806287709&priceTId=2147803c17686352258831920e109f&utparam=%7B%22aplus_abtest%22%3A%22437784d912be47f0bc95481e88dd7776%22%7D&spm=a21n57.imgsearch.item.1&benefitReciveParams=%7B%22toast%22%3Atrue%2C%22channel%22%3A%22lafite_pcsousuojx%22%2C%22asac%22%3A%223A258115YHMBX70LR8BMZD%22%2C%22strategyCode%22%3A%22cf99038e5ad44072877c2d331145e0b4%22%2C%22selectedBenefitCode%22%3A%223f269a874b2f4b28a5758840728ea52b%2Ce7f9a72695b14f42b720e12207339b38%2C4197878247924afeb9f32be0b7fb6505%22%7D
p1199,黑色漆皮乐福鞋,通用款,乐福鞋,低跟鞋型,漆皮面料,黑色+金属装饰,纯色无花纹,金属扣+厚底设计,套脚式穿脱,https://item.taobao.com/item.htm?id=697038430716&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000rSUIDteZDxIzfPQPl7m5yALAP2QBIhKckJPEOA4vxQs&skuId=5146261971850&priceTId=2147803c17686352365502679e109f&utparam=%7B%22aplus_abtest%22%3A%22710bd34457d5a4ad3cdc4b23eee633c6%22%7D&spm=a21n57.imgsearch.item.17
p1200,浅蓝绞花连帽针织开衫,通用款,连帽拉链开衫,宽松版型,针织面料,浅蓝+刺绣装饰,绞花纹理,连帽+拉链+贴袋设计,拉链式穿脱,https://item.taobao.com/item.htm?id=951849128546&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000bLBejqeBINF8jjN6jHK92blZhjicLPZb_R35Abclhnw&skuId=6032251882534&priceTId=2147803c17686352718784940e109f&utparam=%7B%22aplus_abtest%22%3A%22ee18f585a4f75d1f0f3a9d4c067f3fb1%22%7D&spm=a21n57.imgsearch.item.2&benefitReciveParams=%7B%22toast%22%3Atrue%2C%22channel%22%3A%22lafite_pcsousuojx%22%2C%22asac%22%3A%223A258115YHMBX70LR8BMZD%22%2C%22strategyCode%22%3A%22cf99038e5ad44072877c2d331145e0b4%22%2C%22selectedBenefitCode%22%3A%223f269a874b2f4b28a5758840728ea52b%2Ce7f9a72695b14f42b720e12207339b38%2C4197878247924afeb9f32be0b7fb6505%22%7D
p1201,米白高领纹理针织衫,通用款,高领长袖针织衫,修身合身版型,针织面料,米白+文字装饰,纹理图案,高领+罗纹收边,套头式穿脱,https://item.taobao.com/item.htm?id=951293069968&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000AaDLR6PV2xXmwBtGQDUYZxq4Y8H1e_QDxnd5QdAio2A&skuId=6032264098628&priceTId=2147803c17686352871555958e109f&utparam=%7B%22aplus_abtest%22%3A%228cea3f03fbe30c44cb4c6b0f1856a11f%22%7D&spm=a21n57.imgsearch.item.2&benefitReciveParams=%7B%22toast%22%3Atrue%2C%22channel%22%3A%22lafite_pcsousuojx%22%2C%22asac%22%3A%223A258115YHMBX70LR8BMZD%22%2C%22strategyCode%22%3A%22cf99038e5ad44072877c2d331145e0b4%22%2C%22selectedBenefitCode%22%3A%223f269a874b2f4b28a5758840728ea52b%2Ce7f9a72695b14f42b720e12207339b38%2C4197878247924afeb9f32be0b7fb6505%22%7D
p1202,粉蓝格纹蛋糕长裙,通用款,高腰长裙,宽松裙型,棉质面料,粉蓝格纹,格纹图案,多层褶裥+侧边扣设计,拉链+系扣式,https://item.taobao.com/item.htm?id=923320360713&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000fch-N-nSTjxK9BdlIgZj_PaVPlfjOaKpBEXoZNlTcug&skuId=5798625712680&priceTId=2147803c17686352967166619e109f&utparam=%7B%22aplus_abtest%22%3A%22cf20b1cb307c35dd197cbf0eeb8d2ffe%22%7D&spm=a21n57.imgsearch.item.1&benefitReciveParams=%7B%22toast%22%3Atrue%2C%22channel%22%3A%22lafite_pcsousuojx%22%2C%22asac%22%3A%223A258115YHMBX70LR8BMZD%22%2C%22strategyCode%22%3A%22cf99038e5ad44072877c2d331145e0b4%22%2C%22selectedBenefitCode%22%3A%223f269a874b2f4b28a5758840728ea52b%2Ce7f9a72695b14f42b720e12207339b38%2C4197878247924afeb9f32be0b7fb6505%22%7D
p1203,银色漆皮搭扣单鞋,通用款,搭扣单鞋,低跟鞋型,漆皮面料,银色金属色,纯色无花纹,搭扣+方头设计,套脚式穿脱,https://detail.tmall.com/item.htm?id=835744013131&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=00009HXrtvepSFdtabAApXn3hZW8we9aJpDPTyf7Bv2fQfM&skuId=5760477735245&priceTId=2147803c17686353071287318e109f&utparam=%7B%22aplus_abtest%22%3A%22841e4afc7c07df40dae20e79241dd227%22%7D&spm=a21n57.imgsearch.item.3
p1204,卡其毛绒连帽卫衣,通用款,连帽拉链卫衣,宽松版型,毛绒面料,卡其色,纯色无花纹,连帽+拉链+贴袋设计,拉链式穿脱,https://item.taobao.com/item.htm?id=971444499411&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=00000SZueZweFnTa5nPhHj5cJMxD3o8BeDdd7LMzTjLxMdw&skuId=5922684104701&priceTId=2147803c17686353187258050e109f&utparam=%7B%22aplus_abtest%22%3A%22b5c4d2a827da3d05e5fe53503a116502%22%7D&spm=a21n57.imgsearch.item.2&benefitReciveParams=%7B%22toast%22%3Atrue%2C%22channel%22%3A%22lafite_pcsousuojx%22%2C%22asac%22%3A%223A258115YHMBX70LR8BMZD%22%2C%22strategyCode%22%3A%22cf99038e5ad44072877c2d331145e0b4%22%2C%22selectedBenefitCode%22%3A%223f269a874b2f4b28a5758840728ea52b%2Ce7f9a72695b14f42b720e12207339b38%2C4197878247924afeb9f32be0b7fb6505%22%7D
p1205,棕黑格纹长袖衬衫,通用款,长袖衬衫,宽松版型,棉质面料,棕黑格纹,格纹图案,翻领+单排扣设计,系扣式穿脱,https://item.taobao.com/item.htm?id=949435551676&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000iuIKoV6mBItm9zhnZL_qBSMHuARExSKavNCHT4pdsUY&skuId=5863554456413&priceTId=2147803c17686353382881233e109f&utparam=%7B%22aplus_abtest%22%3A%22512003408dd2bc5782a6337d70194e70%22%7D&spm=a21n57.imgsearch.item.2&benefitReciveParams=%7B%22toast%22%3Atrue%2C%22channel%22%3A%22lafite_pcsousuojx%22%2C%22asac%22%3A%223A258115YHMBX70LR8BMZD%22%2C%22strategyCode%22%3A%22cf99038e5ad44072877c2d331145e0b4%22%2C%22selectedBenefitCode%22%3A%223f269a874b2f4b28a5758840728ea52b%2Ce7f9a72695b14f42b720e12207339b38%2C4197878247924afeb9f32be0b7fb6505%22%7D
p1206,米白半高领针织衫,通用款,半高领长袖针织衫,修身合身版型,针织面料,米白色,坑条纹理,半高领+罗纹收边,套头式穿脱,https://item.taobao.com/item.htm?id=951342097554&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000RXxHBraAl4SUGqs5aV6FJFk0wMVKpj4mFvZnb8G4xI4&skuId=5865858836934&priceTId=2147803c17686353499281997e109f&utparam=%7B%22aplus_abtest%22%3A%220654b3f17ebeca5e671f4b08f24dd5cb%22%7D&spm=a21n57.imgsearch.item.1&benefitReciveParams=%7B%22toast%22%3Atrue%2C%22channel%22%3A%22lafite_pcsousuojx%22%2C%22asac%22%3A%223A258115YHMBX70LR8BMZD%22%2C%22strategyCode%22%3A%22cf99038e5ad44072877c2d331145e0b4%22%2C%22selectedBenefitCode%22%3A%223f269a874b2f4b28a5758840728ea52b%2Ce7f9a72695b14f42b720e12207339b38%2C4197878247924afeb9f32be0b7fb6505%22%7D
p1207,棕褐灯芯绒长裙,通用款,高腰长裙,宽松裙型,灯芯绒面料,棕褐色,纯色无花纹,高腰+松紧腰+褶裥设计,松紧腰+套穿式,https://item.taobao.com/item.htm?id=982295105512&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000E8q1aN571TuH57kXaRe_nihupH-A8IaWjN4GahwYI1A&skuId=5941630349283&priceTId=2147803c17686353588552661e109f&utparam=%7B%22aplus_abtest%22%3A%22e98c030a427f3ddfdde28a2e77586b3e%22%7D&spm=a21n57.imgsearch.item.1&benefitReciveParams=%7B%22toast%22%3Atrue%2C%22channel%22%3A%22lafite_pcsousuojx%22%2C%22asac%22%3A%223A258115YHMBX70LR8BMZD%22%2C%22strategyCode%22%3A%22cf99038e5ad44072877c2d331145e0b4%22%2C%22selectedBenefitCode%22%3A%223f269a874b2f4b28a5758840728ea52b%2Ce7f9a72695b14f42b720e12207339b38%2C4197878247924afeb9f32be0b7fb6505%22%7D
p1208,黑色多扣高筒靴,通用款,高筒靴,靴型,皮质面料,黑色,纯色无花纹,多搭扣+系带设计,套脚式穿脱,https://detail.tmall.com/item.htm?id=815991061345&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000KXION52lpeKIrOD5inpqdTn6MYv2xA0odbSndbCN-a4&skuId=5515244461801&priceTId=2147803c17686353732153770e109f&utparam=%7B%22aplus_abtest%22%3A%22d3b2b970040c41ac563bff5b6c08dd17%22%7D&spm=a21n57.imgsearch.item.1&benefitReciveParams=%7B%22toast%22%3Atrue%2C%22channel%22%3A%22lafite_pcsousuojx%22%2C%22asac%22%3A%223A258115YHMBX70LR8BMZD%22%2C%22strategyCode%22%3A%22cf99038e5ad44072877c2d331145e0b4%22%2C%22selectedBenefitCode%22%3A%223f269a874b2f4b28a5758840728ea52b%2Ce7f9a72695b14f42b720e12207339b38%2C4197878247924afeb9f32be0b7fb6505%22%7D
p1209,浅蓝撞领立领夹克,通用款,立领拉链夹克,宽松短款版型,棉质面料,浅蓝+格领装饰,纯色无花纹,立领+拉链+贴袋设计,拉链式穿脱,https://item.taobao.com/item.htm?id=966691261264&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000weDQD7lsg20DzRGOwOekpAsEbd35G4qydmSgp4ZVknM&skuId=6076655250927&priceTId=2147803c17686353861264559e109f&utparam=%7B%22aplus_abtest%22%3A%22b5a9267b36a7fd1dda8d57ba1b989401%22%7D&spm=a21n57.imgsearch.item.2&benefitReciveParams=%7B%22toast%22%3Atrue%2C%22channel%22%3A%22lafite_pcsousuojx%22%2C%22asac%22%3A%223A258115YHMBX70LR8BMZD%22%2C%22strategyCode%22%3A%22cf99038e5ad44072877c2d331145e0b4%22%2C%22selectedBenefitCode%22%3A%223f269a874b2f4b28a5758840728ea52b%2Ce7f9a72695b14f42b720e12207339b38%2C4197878247924afeb9f32be0b7fb6505%22%7D
p1210,浅灰圆领长袖T恤,通用款,圆领长袖T恤,修身短款版型,棉质面料,浅灰色+标识装饰,纯色无花纹,圆领+罗纹收边,套头式穿脱,https://item.taobao.com/item.htm?id=968754767017&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000UMLf_Cdntl4FcBFRX0odRSdxQpigw3QsF-Kdc7gT9PE&skuId=6083595442229&priceTId=2147803c17686354065525781e109f&utparam=%7B%22aplus_abtest%22%3A%22e3230a763665e53e58ac4cc2a009a896%22%7D&spm=a21n57.imgsearch.item.1&benefitReciveParams=%7B%22toast%22%3Atrue%2C%22channel%22%3A%22lafite_pcsousuojx%22%2C%22asac%22%3A%223A258115YHMBX70LR8BMZD%22%2C%22strategyCode%22%3A%22cf99038e5ad44072877c2d331145e0b4%22%2C%22selectedBenefitCode%22%3A%223f269a874b2f4b28a5758840728ea52b%2Ce7f9a72695b14f42b720e12207339b38%2C4197878247924afeb9f32be0b7fb6505%22%7D
p1211,米白蕾丝蛋糕长裙,通用款,高腰长裙,宽松裙型,蕾丝+棉质面料,米白色,蕾丝纹理,多层褶裥+松紧腰设计,松紧腰+套穿式,https://item.taobao.com/item.htm?id=815626275076&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000PyRwvOjFkT-a0NSsMUFP4ZAsGcLvCC6ra0RhfvUw7Xs&skuId=5515083845213&priceTId=2147803c17686354171056429e109f&utparam=%7B%22aplus_abtest%22%3A%222e436b9f50fbd1c22ee866a14ef44a0c%22%7D&spm=a21n57.imgsearch.item.1&benefitReciveParams=%7B%22toast%22%3Atrue%2C%22channel%22%3A%22lafite_pcsousuojx%22%2C%22asac%22%3A%223A258115YHMBX70LR8BMZD%22%2C%22strategyCode%22%3A%22cf99038e5ad44072877c2d331145e0b4%22%2C%22selectedBenefitCode%22%3A%223f269a874b2f4b28a5758840728ea52b%2Ce7f9a72695b14f42b720e12207339b38%2C4197878247924afeb9f32be0b7fb6505%22%7D
p1212,浅蓝条纹休闲鞋,通用款,系带休闲鞋,平底鞋型,麂皮面料,浅蓝+白条纹装饰,条纹图案,系带+品牌标识,系带式穿脱,https://item.taobao.com/item.htm?id=733170989122&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000g0YvE49nd0BX0dW-Dj54tuXm2nUaOSZM-bYEz7vtewQ&skuId=5243552990975&priceTId=2147803c17686354362407656e109f&utparam=%7B%22aplus_abtest%22%3A%22cfd866daa9f254be71755b7df57f0096%22%7D&spm=a21n57.imgsearch.item.4
p1213,浅灰加绒连帽卫衣,通用款,连帽拉链卫衣,宽松版型,加绒棉质面料,浅灰+刺绣装饰,纯色无花纹,连帽+拉链+贴袋设计,拉链式穿脱,https://item.taobao.com/item.htm?id=951301357740&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000bXw-JWCORuto38xgir3dTqQ3ZnTl1HB3wQJKV_aA7dk&skuId=5865746252671&priceTId=2147803c17686354516658951e109f&utparam=%7B%22aplus_abtest%22%3A%22aa101bde3d5ae4ddf69c7244d80b81ee%22%7D&spm=a21n57.imgsearch.item.1&benefitReciveParams=%7B%22toast%22%3Atrue%2C%22channel%22%3A%22lafite_pcsousuojx%22%2C%22asac%22%3A%223A258115YHMBX70LR8BMZD%22%2C%22strategyCode%22%3A%22cf99038e5ad44072877c2d331145e0b4%22%2C%22selectedBenefitCode%22%3A%223f269a874b2f4b28a5758840728ea52b%2Ce7f9a72695b14f42b720e12207339b38%2C4197878247924afeb9f32be0b7fb6505%22%7D
