itemID,category,title,gender,style,outline,materials,color,pattern,detail,donning/doffing
p1035,mid_layer_top,off-white turtleneck knit sweater,Unisex,high-neck long-sleeve sweater,slim fit,knit fabric,off-white,"solid color, no pattern",mock neck+ribbed texture,Pullover
p1036,bottom,dark gray pinstripe wide-leg trousers,Unisex,high-waisted wide-leg trousers,loose fit,polyester + nylon blend,dark gray,vertical ribbed texture,high-rise + pleated design,Zipper and button closure
p1037,shoes,black oil-wax leather loafers,Unisex,round-toe loafers,flat style,waxed leather,pure black,"solid color, no pattern",round toe+slip-on design,Slip-on style
p1038,outerwear,burgundy cropped down jacket,Unisex,stand-collar cropped puffer jacket,loose cropped fit,down,burgundy,"solid color, no pattern",stand collar + zipper + drawstring hem,Zipper closure
p1039,mid_layer_top,light gray turtleneck knit sweater,Unisex,high-neck long-sleeve sweater,loose fit,knit fabric,light gray,solid color with small logo,mock neck+striped hem,Pullover
p1040,bottom,dark gray high-waisted wide-leg trousers,Unisex,high-waisted wide-leg trousers,loose fit,corduroy fabric,dark gray,"solid color, no pattern",high-waisted+patch pocket design,Zipper and button closure
p1041,shoes,dark brown fleece-lined ankle boots,Unisex,fleece-lined ankle boots,ankle boot style,suede + plush,dark tan,"solid color, no pattern",fleece lining+heel pull tab,Slip-on style
p1042,outerwear,off-white contrast-collar jacket,Unisex,stand-collar zip-up jacket,loose cropped fit,cotton fabric,off-white with burgundy collar,solid color with mixed-material trim,stand collar+zipper+pony logo embroidery,Zipper closure
p1043,inner_top,off-white spaghetti strap camisole,Women's,spaghetti strap camisole,slim cropped fit,knit fabric,off-white,"solid color, no pattern",spaghetti straps + U-neckline,Pullover
p1044,bottom,black drawstring wide-leg trousers,Unisex,high-waisted wide-leg trousers,loose fit,polyester + nylon blend,pure black,"solid color, no pattern",high-waisted+drawstring+patch pockets,Zipper and button closure
p1045,shoes,black pointed-toe loafers,Unisex,pointed-toe loafers,flat style,leather fabric,pure black,"solid color, no pattern",pointed toe+slip-on design,Slip-on style
p1046,outerwear,khaki collared knit cardigan,Unisex,collared double-breasted cardigan,loose cropped fit,knit fabric,khaki with red trim,solid color with red trim,lapel collar+double-breasted+pony logo embroidery,Button closure
p1047,inner_top,off-white collared shirt,Unisex,collared single-breasted shirt,loose fit,cotton fabric,off-white,solid color with small logo,lapel collar with patch pockets,Button closure
p1048,mid_layer_top,dark gray turtleneck sweater,Unisex,high-neck long-sleeve sweater,loose fit,knit fabric,dark gray,solid color with small logo,mock neck+striped hem,Pullover
p1049,bottom,black cargo wide-leg trousers,Unisex,high-waisted cargo wide-leg trousers,loose fit,cotton fabric,pure black,"solid color, no pattern",high-waisted+cargo patch pockets+belt design,Zipper and button closure
p1050,shoes,black oil-wax leather loafers,Unisex,round-toe loafers,flat style,waxed leather,pure black,"solid color, no pattern",round toe+slip-on design,Slip-on style
p1051,outerwear,black contrast-trim cotton jacket,Unisex,stand-collar single-breasted jacket,loose cropped fit,cotton fabric,black with white piping,solid color with contrast piping,stand collar+single-breasted+pony logo embroidery,Button closure
p1052,mid_layer_top,burgundy henley sweater,Unisex,henley neck long-sleeve sweater,loose fit,knit fabric,burgundy,solid color with small logo,henley neck+button placket,Pullover
p1053,bottom,dark gray corduroy wide-leg trousers,Unisex,high-waisted wide-leg trousers,loose fit,corduroy fabric,dark gray,"solid color, no pattern",high-waisted+patch pocket design,Zipper and button closure
p1054,shoes,burgundy lace-up casual shoes,Unisex,lace-up casual sneakers,flat style,suede,burgundy with off-white trim,solid color + contrast details,lace-up+rubber sole,Lace-up closure
p1055,outerwear,navy fur-collar down jacket,Unisex,hooded cropped puffer jacket,loose cropped fit,down,navy with fur collar,"solid color, no pattern",hooded+fur collar+single-breasted,Button closure
p1056,mid_layer_top,light gray turtleneck sweater,Unisex,high-neck long-sleeve sweater,loose fit,knit fabric,light gray,solid color with small logo,mock neck+striped hem,Pullover
p1057,bottom,dark gray plaid wide-leg trousers,Unisex,high-waisted plaid wide-leg trousers,loose fit,polyester + nylon blend,dark gray plaid,plaid pattern,high-waisted+belt detail,Zipper and button closure
p1058,shoes,black tabi ankle boots,Women's,split-toe block-heel ankle boots,ankle boot style,leather fabric,pure black,"solid color, no pattern",split-toe+block heel+back zipper,Zipper closure
p1059,outerwear,off-white and red colorblock down jacket,Unisex,hooded cropped puffer jacket,loose cropped fit,down,off-white with burgundy trim,solid color with puppy logo,hooded+single-breasted+contrast details,Button closure
p1060,mid_layer_top,burgundy henley sweater,Unisex,henley neck long-sleeve sweater,loose fit,knit fabric,burgundy,solid color with small logo,henley neck+button placket,Pullover
p1061,bottom,dark gray corduroy wide-leg trousers,Unisex,high-waisted wide-leg trousers,loose fit,corduroy fabric,dark gray,"solid color, no pattern",high-waisted+patch pocket design,Zipper and button closure
p1062,shoes,dark brown platform fleece-lined ankle boots,Unisex,fleece-lined ankle boots,ankle boot style,suede + plush,dark tan,"solid color, no pattern",platform+fleece lining+back seam,Slip-on style
p1063,mid_layer_top,black puppy-pattern knit sweater,Unisex,collared knit sweater,loose cropped fit,knit fabric,black with white and gray trim,puppy print with contrast piping,lapel collar+V-placket+cuff details,Pullover
p1064,mid_layer_top,light gray turtleneck sweater,Unisex,high-neck long-sleeve sweater,loose fit,knit fabric,light gray,solid color with small logo,mock neck+striped hem,Pullover
p1065,bottom,dark gray plaid wide-leg trousers,Unisex,high-waisted plaid wide-leg trousers,loose fit,polyester + nylon blend,dark gray plaid,plaid pattern,high-waisted+belt detail,Zipper and button closure
p1066,shoes,black square-toe low-heel loafers,Unisex,square-toe low-heel loafers,flat style,leather fabric,pure black,"solid color, no pattern",square toe+slip-on design,Slip-on style
p1067,outerwear,light pink cropped down jacket,Unisex,stand-collar cropped puffer jacket,loose cropped fit,down,light pink,solid color with small logo,stand collar + zipper + drawstring hem,Zipper closure
p1068,mid_layer_top,light pink turtleneck sweater,Unisex,high-neck long-sleeve sweater,loose fit,knit fabric,light pink,solid color with small logo,mock neck+striped hem detail,Pullover
p1069,bottom,light blue wide-leg jeans,Unisex,high-waisted wide-leg jeans,loose fit,denim fabric,light blue,denim texture,high-rise + distressed wash,Zipper and button closure
p1070,shoes,dark brown fleece-lined ankle boots,Unisex,fleece-lined ankle boots,ankle boot style,suede + plush,dark tan,"solid color, no pattern",fleece lining+heel pull tab,Slip-on style
p1071,outerwear,burgundy belted long coat,Unisex,stand-collar belted long coat,loose long fit,wool-blend fabric,burgundy,"solid color, no pattern",stand collar+belt+single-breasted,Button closure
p1072,inner_top,off-white stand-collar henley top,Unisex,stand-collar henley top,loose fit,knit fabric,off-white,solid color with puppy logo,stand collar+button placket,Pullover
p1073,bottom,black leopard-print wide-leg trousers,Unisex,high-waisted wide-leg trousers,loose fit,denim fabric,black leopard print,leopard print,high-waisted + metal buckle design,Zipper and button closure
p1074,shoes,black pointed-toe loafers,Unisex,pointed-toe loafers,flat style,leather fabric,pure black,"solid color, no pattern",pointed toe+slip-on design,Slip-on style
p1075,mid_layer_top,black Christmas-pattern sweater,Unisex,V-neck knit sweater,loose cropped fit,knit fabric,black with red/white trim,Christmas motif,V-neck+contrast trim,Pullover
p1076,inner_top,light khaki henley top,Unisex,long-sleeve henley top,loose fit,knit fabric,light khaki,solid color with small logo,crew neck+button placket,Pullover
p1077,bottom,burgundy corduroy wide-leg trousers,Unisex,high-waisted wide-leg trousers,loose fit,corduroy fabric,burgundy,"solid color, no pattern",high-waisted+metal stud embellishment,Zipper and button closure
p1078,shoes,black metal buckle loafers,Unisex,metal-buckle loafers,flat style,leather fabric,pure black,solid color with metal buckle,round toe+metal buckle design,Slip-on style
p1079,outerwear,red collared jacket,Unisex,lapel zip-up jacket,loose cropped fit,cotton fabric,true red,solid color with small logo,spread collar + zipper + elastic hem,Zipper closure
p1080,inner_top,tan collared shirt,Unisex,collared single-breasted shirt,loose fit,cotton fabric,tan,solid color with puppy logo,lapel collar+single-breasted design,Button closure
p1081,bottom,black leopard-print wide-leg trousers,Unisex,high-waisted wide-leg trousers,loose fit,denim fabric,black leopard print,leopard print,high-waisted+metal buckle detail,Zipper and button closure
p1082,shoes,tan suede loafers,Unisex,round-toe loafers,flat style,suede,tan,"solid color, no pattern",round toe+slip-on design,Slip-on style
p1083,outerwear,black faux-fur panel jacket,Unisex,lapel zip-up jacket,loose cropped fit,plush + cotton,black with diamond-quilted panel,solid color with paneling,lapel collar+zipper+patch pocket design,Zipper closure
p1084,mid_layer_top,dark gray turtleneck sweater,Unisex,high-neck long-sleeve sweater,loose fit,knit fabric,dark gray,solid color with small logo,mock neck+striped hem,Pullover
p1085,bottom,black quilted fleece-lined wide-leg trousers,Unisex,high-waisted wide-leg trousers,loose fit,cotton + plush,black diamond-quilted,diamond pattern,high-waisted+faux fur hem trim,Zipper and button closure
p1086,shoes,black fleece-lined ankle boots,Unisex,fleece-lined ankle boots,ankle boot style,suede + plush,pure black,"solid color, no pattern",fleece lining+heel pull tab,Slip-on style
p1087,outerwear,tan plaid hooded jacket,Unisex,hooded zip-up jacket,loose cropped fit,wool-blend fabric,tan plaid,plaid pattern,hooded+zipper+elastic cuffs,Zipper closure
p1088,mid_layer_top,burgundy turtleneck sweater,Unisex,high-neck long-sleeve sweater,loose fit,knit fabric,burgundy,solid color with small logo,mock neck+ribbed trim,Pullover
p1089,bottom,black drawstring wide-leg trousers,Unisex,high-waisted wide-leg trousers,loose fit,cotton fabric,pure black,"solid color, no pattern",high-waisted+drawstring detail,drawstring + pull-on
p1090,shoes,black square-toe low-heel loafers,Unisex,square-toe low-heel loafers,flat style,leather fabric,pure black,"solid color, no pattern",square toe+slip-on design,Slip-on style
p1091,mid_layer_top,light blue cable-knit sweater,Unisex,henley knit sweater,loose fit,knit fabric,light blue,cable knit texture,henley neck+button placket,Pullover
p1092,inner_top,off-white collared shirt,Unisex,collared single-breasted shirt,loose fit,cotton fabric,off-white,solid color with puppy logo,lapel collar with patch pockets,Button closure
p1093,bottom,off-white wide-leg jeans,Unisex,high-waisted wide-leg jeans,loose fit,denim fabric,off-white,"solid color, no pattern",high-waisted+drawstring detail,Zipper and button closure
p1094,shoes,tan platform fleece-lined ankle boots,Unisex,fleece-lined ankle boots,ankle boot style,suede + plush,tan,"solid color, no pattern",platform+fleece lining+heel pull tab,Slip-on style
p1095,outerwear,black leather-paneled jacket,Unisex,lapel zip-up jacket,loose cropped fit,leather fabric,black with brown pattern panel,solid color with paneling,spread collar + zipper + elastic hem,Zipper closure
p1096,outerwear,dark gray faux-layered knit cardigan,Unisex,V-neck knit cardigan,loose cropped fit,knit + cotton,dark gray with light blue stripes,striped paneling,V-neck+single-breasted+dog logo embroidery,Button closure
p1097,bottom,black corduroy wide-leg trousers,Unisex,high-waisted wide-leg trousers,loose fit,corduroy fabric,pure black,"solid color, no pattern",high-waisted+metal stud embellishment,Zipper and button closure
p1098,accessory,black baseball cap,Unisex,flat cap,hat style,cotton fabric,pure black,"solid color, no pattern",short brim design,pull-on
p1099,shoes,black lace-up casual shoes,Unisex,lace-up casual shoes,flat style,leather fabric,pure black,"solid color, no pattern",lace-up+pointed toe design,Lace-up closure
p1100,accessory,tan striped hooded zip-up,Unisex,hooded zip-up top,loose cropped fit,cotton fabric,tan striped with navy panel,striped pattern with color-block,hooded+zipper+dog logo embroidery,Zipper closure
p1101,inner_top,tan faux-layered henley top,Unisex,long-sleeve henley top,slim fit,cotton fabric,tan with light gray panel,solid color with contrast piping,henley neck+button placket+puppy logo,Pullover
p1102,bottom,light khaki wide-leg jeans,Unisex,high-waisted wide-leg jeans,loose fit,denim fabric,light khaki,"solid color, no pattern",high-waisted+metal buckle detail,Zipper and button closure
p1103,shoes,black lace-up casual shoes,Unisex,lace-up casual shoes,flat style,leather fabric,pure black,"solid color, no pattern",lace-up+pointed toe design,Lace-up closure
p1104,mid_layer_top,light khaki cable-knit sweater,Unisex,henley knit sweater,loose fit,knit fabric,light khaki,cable knit with puppy logo,henley neck+button placket,Pullover
p1105,inner_top,off-white collared shirt,Unisex,collared single-breasted shirt,loose fit,cotton fabric,off-white with puppy logo,"solid color, no pattern",lapel collar+single-breasted design,Button closure
p1106,bottom,dark gray striped wide-leg trousers,Unisex,high-waisted wide-leg trousers,loose fit,polyester + nylon blend,dark gray striped,striped pattern,high-waisted+pleated design,Zipper and button closure
p1107,shoes,black lace-up casual shoes,Unisex,lace-up casual shoes,flat style,leather fabric,pure black,"solid color, no pattern",lace-up+pointed toe design,Lace-up closure
p1108,outerwear,off-white and burgundy hooded jacket,Unisex,hooded zip-up jacket,loose cropped fit,cotton fabric,off-white with burgundy trim,solid color with color-block detail,hooded+zipper+side pockets,Zipper closure
p1109,outerwear,off-white and burgundy striped hooded jacket,Unisex,hooded zip-up jacket,loose cropped fit,cotton fabric,off-white with burgundy stripes,linear trim with color-block,hooded+zipper+geometric stitching,Zipper closure
p1110,bottom,off-white and burgundy wide-leg trousers,Unisex,high-waisted wide-leg trousers,loose fit,cotton fabric,off-white with burgundy trim,solid color with color-block detail,high-waisted+zipper pockets+side seam trim,Zipper and button closure
p1111,shoes,white lace-up casual shoes,Unisex,lace-up casual shoes,flat style,leather fabric,pure white,"solid color, no pattern",lace-up+streamlined stitching,Lace-up closure
p1112,accessory,black faux-fur collar hooded zip-up,Unisex,hooded zip-up top,loose cropped fit,cotton + plush,black with fur collar,solid color with faux fur collar,hooded+zipper+dog logo embroidery,Zipper closure
p1113,inner_top,tan collared shirt,Unisex,collared single-breasted shirt,loose fit,cotton fabric,tan with puppy logo,"solid color, no pattern",lapel collar+single-breasted design,Button closure
p1114,bottom,black wide-leg jeans,Unisex,high-waisted wide-leg jeans,loose fit,denim fabric,black with brown trim,solid color with rolled hem,high-waisted+metal buckle detail,Zipper and button closure
p1115,shoes,black lace-up casual shoes,Unisex,lace-up casual shoes,flat style,leather fabric,pure black,solid color with striped trim,lace-up+side pull tab,Lace-up closure
p1116,outerwear,olive green cropped trench coat,Unisex,collared cropped trench coat,loose cropped fit,wool-blend fabric,olive green with puppy logo,"solid color, no pattern",lapel+epaulets+cuff tabs,Button closure
p1117,inner_top,light khaki collared shirt,Unisex,collared single-breasted shirt,loose fit,cotton fabric,light khaki,solid color with patch pockets,lapel+single-breasted trim,Button closure
p1118,bottom,black wide-leg jeans,Unisex,high-waisted wide-leg jeans,loose fit,denim fabric,black with brown trim,solid color with rolled hem,high-waisted+metal buckle detail,Zipper and button closure
p1119,shoes,black lace-up casual shoes,Unisex,lace-up casual shoes,flat style,leather fabric,pure black,"solid color, no pattern",lace-up+pointed toe design,Lace-up closure
p1120,outerwear,off-white paneled down jacket,Unisex,stand-collar zip-up down jacket,loose cropped fit,down + cotton,off-white colorblock,solid color with quilted texture,stand collar+zipper+puppy logo trim,Zipper closure
p1121,mid_layer_top,light khaki henley knit top,Unisex,long-sleeve henley knit top,loose fit,knit fabric,light khaki with puppy logo,ribbed texture,henley neck+button placket,Pullover
p1122,bottom,heathered knit wide-leg trousers,Unisex,high-waisted wide-leg trousers,loose fit,knit fabric,multicolor textured,mixed-color pattern,high-waisted+drawstring detail,drawstring + pull-on
p1123,shoes,tan platform fleece-lined ankle boots,Unisex,fleece-lined ankle boots,ankle boot style,suede + plush,tan,"solid color, no pattern",platform+fleece lining+heel pull tab,Slip-on style
p1124,outerwear,off-white faux-fur collar padded jacket,Unisex,stand-collar zip-up padded jacket,loose cropped fit,cotton + plush,off-white with fur collar,"solid color, no pattern",stand collar+zipper+patch pockets,Zipper closure
p1125,inner_top,light apricot henley top,Unisex,long-sleeve henley top,loose fit,cotton fabric,light apricot with puppy logo,"solid color, no pattern",henley neck+button placket,Pullover
p1126,bottom,tan high-waisted wide-leg trousers,Unisex,high-waisted wide-leg trousers,loose fit,cotton fabric,tan with contrast waistband,"solid color, no pattern",high-waisted+drawstring detail,drawstring + pull-on
p1127,shoes,black lace-up casual shoes,Unisex,lace-up casual shoes,flat style,leather fabric,pure black,"solid color, no pattern",lace-up+pointed toe design,Lace-up closure
p1128,outerwear,navy faux-fur collar jacket,Unisex,collared button-up jacket,loose cropped fit,corduroy + plush,navy with fur collar,"solid color, no pattern",lapel+single-breasted+patch pockets,Button closure
p1129,mid_layer_top,off-white mock-neck knit top,Unisex,mock-neck long-sleeve knit top,slim fit,knit fabric,off-white,"solid color, no pattern",mock neck+ribbed hem,Pullover
p1130,bottom,off-white high-waisted wide-leg jeans,Unisex,high-waisted wide-leg jeans,loose fit,denim fabric,off-white,"solid color, no pattern",high-waisted+pleated design,Zipper and button closure
p1131,shoes,"white, black, and brown striped casual shoes",Unisex,lace-up casual shoes,flat style,leather + suede,white/black/brown trim,striped pattern,lace-up+brand logo,Lace-up closure
p1132,outerwear,tan faux-fur collar zip-up jacket,Unisex,lapel zip-up jacket,loose cropped fit,corduroy + plush,tan with fur collar,"solid color, no pattern",lapel+drawstring+patch pockets,Zipper closure
p1133,outerwear,light khaki turtleneck knit cardigan,Unisex,mock-neck knit cardigan,slim fit,knit fabric,light khaki with logo detail,ribbed texture,high neck+zipper,Zipper closure
p1134,bottom,blue-gray distressed wide-leg jeans,Unisex,high-waisted wide-leg jeans,loose fit,denim fabric,blue-gray distressed texture,distressed pattern,high-waisted+pleated trim,Zipper and button closure
p1135,accessory,tan suede beret,Unisex,beret,hat style,suede,tan,"solid color, no pattern",short brim+metal trim,pull-on
p1136,shoes,tan buckle tassel casual shoes,Unisex,buckle casual shoes,flat style,suede,tan with metal hardware,fringe detail,buckle+platform design,Slip-on style
p1137,outerwear,tan knit cardigan with red trim,Unisex,V-neck knit cardigan,loose fit,knit fabric,tan with red trim,solid color + contrast details,V-neck+single-breasted+patch pockets,Button closure
p1138,mid_layer_top,off-white mock-neck knit top,Unisex,mock-neck long-sleeve knit top,slim fit,knit fabric,off-white,"solid color, no pattern",mock neck+ribbed hem,Pullover
p1139,accessory,tan plaid pleated skirt,Unisex,high-waisted pleated skirt,midi skirt silhouette,cotton fabric,brownish-yellow plaid,plaid pattern,high-waisted+pleated design,Zipper and button closure
p1140,bag,black double-pocket crossbody bag,Unisex,crossbody bag,bag silhouette,leather fabric,pure black,"solid color, no pattern",dual pockets+metal buckle trim,shoulder strap carry
p1141,shoes,black studded platform flats,Unisex,buckle flats,platform style,leather fabric,solid black with stud embellishment,"solid color, no pattern",buckle+platform design,Slip-on style
p1142,mid_layer_top,taupe jacquard faux fur vest,Unisex,stand-collar zip-up vest,sleeveless silhouette,plush fabric,taupe jacquard texture,jacquard,stand collar+zipper+patch pockets,Zipper closure
p1143,inner_top,dark gray hooded henley top,Unisex,hooded henley top,slim fit,cotton fabric,dark gray with logo detail,"solid color, no pattern",hooded+button placket,Pullover
p1144,bottom,off-white high-waisted wide-leg jeans,Unisex,high-waisted wide-leg jeans,loose fit,denim fabric,off-white,"solid color, no pattern",high-waisted+pleated design,Zipper and button closure
p1145,accessory,off-white faux fur earmuffs,Unisex,earmuffs,earflap style,plush fabric,off-white,"solid color, no pattern",ring belt+plush padding,ear-loop
p1146,shoes,"white, black, and brown striped casual shoes",Unisex,lace-up casual shoes,flat style,leather + suede,white/black/brown trim,striped pattern,lace-up+brand logo,Lace-up closure
p1147,outerwear,light blue faux fur collar denim jacket,Unisex,collared button-up jacket,loose cropped fit,denim + plush,light blue with faux fur collar,"solid color, no pattern",lapel+single-breasted+patch pockets,Button closure
p1148,outerwear,light khaki turtleneck knit cardigan,Unisex,mock-neck knit cardigan,slim fit,knit fabric,light khaki with logo detail,ribbed texture,high neck+zipper,Zipper closure
p1149,bottom,blue-gray distressed wide-leg jeans,Unisex,high-waisted wide-leg jeans,loose fit,denim fabric,blue-gray distressed texture,distressed pattern,high-waisted+pleated trim,Zipper and button closure
p1150,bag,silver gray woven star-embellished handbag,Unisex,handbag,bag silhouette,woven leather,silver gray with star detail,woven texture,woven handle+star decorative buckle,handheld carry
p1151,shoes,tan buckle tassel casual shoes,Unisex,buckle casual shoes,flat style,suede,tan with metal hardware,fringe detail,buckle+platform design,Slip-on style
p1152,outerwear,off-white collar zip-up jacket,Unisex,lapel zip-up jacket,loose cropped fit,cotton fabric,off-white with graphic text,"solid color, no pattern",lapel+zipper+ribbed hem,Zipper closure
p1153,mid_layer_top,light gray mock neck knit top,Unisex,mock-neck long-sleeve knit top,slim fit,knit fabric,light gray,ribbed texture,mock neck+ribbed hem,Pullover
p1154,bottom,dark blue high-waisted wide-leg jeans,Unisex,high-waisted wide-leg jeans,loose fit,denim fabric,navy blue,"solid color, no pattern",high-waisted+pleated design,Zipper and button closure
p1155,bag,silver metal buckle handbag,Unisex,handbag,bag silhouette,leather fabric,metallic silver,"solid color, no pattern",metal buckle+slim handle,handheld carry
p1156,shoes,"white, black, and brown striped casual shoes",Unisex,lace-up casual shoes,flat style,leather + suede,white/black/brown trim,striped pattern,lace-up+brand logo,Lace-up closure
p1157,outerwear,light green heathered knit cardigan,Unisex,crew-neck knit cardigan,loose fit,knit fabric,light green heather with logo detail,marl texture,crew neck + single-breasted design,Button closure
p1158,mid_layer_top,off-white mock-neck knit top,Unisex,mock-neck long-sleeve knit top,slim fit,knit fabric,off-white,ribbed texture,mock neck+ribbed hem,Pullover
p1159,bottom,off-white lace tiered mini skirt,Unisex,high-waisted mini skirt,mini skirt silhouette,lace + cotton,off-white with brown trim,lace texture,high-waisted+multi-layered pleated design,elastic waist + pull-on
p1160,shoes,silver buckle square-toe flats,Unisex,buckle flats,low-heel shoe silhouette,metallic leather,metallic silver,"solid color, no pattern",crisscross buckle+square toe,Slip-on style
p1161,outerwear,dark gray plaid patchwork knit cardigan,Unisex,crew-neck knit cardigan,loose fit,knit fabric,dark gray with red and white plaid,cable knit texture + plaid details,crew neck+single-breasted+logo trim,Button closure
p1162,mid_layer_top,off-white mock-neck knit top,Unisex,mock-neck long-sleeve knit top,slim fit,knit fabric,off-white,ribbed texture,mock neck+ribbed hem,Pullover
p1163,bottom,off-white printed wide-leg trousers,Unisex,high-waisted wide-leg trousers,loose fit,cotton fabric,off-white with print,small-scale print,high-waisted+pleated design,Zipper and button closure
p1164,shoes,silver buckle square-toe flats,Unisex,buckle flats,low-heel shoe silhouette,metallic leather,metallic silver,"solid color, no pattern",crisscross buckle+square toe,Slip-on style
p1165,mid_layer_top,dark gray collar half-zip sweatshirt,Unisex,collared sweatshirt,loose fit,cotton fabric,dark gray with logo detail,"solid color, no pattern",lapel+half-zip+patch pockets,Zipper closure
p1166,mid_layer_top,off-white mock-neck knit top,Unisex,mock-neck long-sleeve knit top,slim fit,knit fabric,off-white,ribbed texture,mock neck+ribbed hem,Pullover
p1167,bottom,off-white high-waisted wide-leg trousers,Unisex,high-waisted wide-leg trousers,loose fit,cotton fabric,off-white,"solid color, no pattern",high-waisted+elastic waist,elastic waist + pull-on
p1168,accessory,off-white textured headband,Unisex,headband,headwear style,fabric + plastic,off-white textured,textured pattern,wide brim+decorative details,pull-on
p1169,shoes,black buckle casual shoes,Unisex,buckle casual shoes,flat style,suede,black with metal hardware,woven details,buckle+platform design,Slip-on style
p1170,mid_layer_top,light gray printed hooded sweatshirt,Unisex,hooded zip-up sweatshirt,loose silhouette,cotton fabric,light gray with print,small-scale print,hooded+drawstring+zipper,Zipper closure
p1171,inner_top,off-white lace camisole,Unisex,camisole,slim-fit silhouette,cotton + lace,off-white,lace texture,V-neck+spaghetti straps,Pullover
p1172,bottom,tan corduroy midi skirt,Unisex,high-waisted midi skirt,loose skirt silhouette,corduroy fabric,tan,"solid color, no pattern",high-waisted+elastic waist+pleated design,elastic waist + pull-on
p1173,shoes,silver buckle square-toe flats,Unisex,buckle flats,low-heel shoe silhouette,metallic leather,metallic silver,"solid color, no pattern",crisscross buckle+square toe,Slip-on style
p1174,outerwear,khaki colorblock collar jacket,Unisex,lapel zip-up jacket,loose cropped fit,cotton fabric,khaki with brown collar,"solid color, no pattern",lapel collar+zipper+patch pocket design,Zipper closure
p1175,mid_layer_top,off-white mock-neck knit top,Unisex,mock-neck long-sleeve knit top,slim fit,knit fabric,off-white,ribbed texture,mock neck+ribbed hem,Pullover
p1176,bottom,khaki suede shorts,Unisex,high-waisted shorts,loose fit,suede,khaki,"solid color, no pattern",high-waisted+pleated design,Zipper and button closure
p1177,shoes,tan brogue cowboy boots,Unisex,knee-high cowboy boots,boot silhouette,leather fabric,tan with brogue detail,embossed texture,high-top+back pull tab,Slip-on style
p1178,mid_layer_top,dark gray faux fur hooded sweatshirt,Unisex,hooded zip-up sweatshirt,loose silhouette,plush fabric,dark gray,"solid color, no pattern",hooded+zipper+patch pockets,Zipper closure
p1179,mid_layer_top,dark gray contrast-trim knit vest,Unisex,V-neck knit vest,sleeveless silhouette,knit fabric,dark gray with white trim,"solid color, no pattern",V-neck+contrast trim,Pullover
p1180,inner_top,light blue striped bow-tie shirt,Unisex,long-sleeve shirt,loose silhouette,cotton fabric,light blue with striped detail,striped pattern,bow tie+single-breasted,Button closure
p1181,bottom,dark gray high-waisted midi skirt,Unisex,high-waisted midi skirt,loose skirt silhouette,cotton fabric,dark gray,"solid color, no pattern",high-waisted+elastic waist+pleated design,elastic waist + pull-on
p1182,shoes,black studded platform flats,Unisex,buckle flats,platform style,leather fabric,black with stud embellishment,"solid color, no pattern",buckle+platform design,Slip-on style
p1183,outerwear,off-white contrast-collar stand-collar jacket,Unisex,stand-collar zip-up jacket,loose cropped fit,cotton fabric,off-white with black collar,"solid color, no pattern",stand collar+drawstring+zipper,Zipper closure
p1184,mid_layer_top,off-white V-neck knit top,Unisex,V-neck long-sleeve knit sweater,slim fit,knit fabric,off-white,cable knit texture,V-neck with ribbed trim,Pullover
p1185,bottom,black corduroy midi skirt,Unisex,high-waisted midi skirt,loose skirt silhouette,corduroy fabric,black,"solid color, no pattern",high-waisted+elastic waist+pleated design,elastic waist + pull-on
p1186,bag,light blue knot-embellished crossbody bag,Unisex,crossbody bag,bag silhouette,fabric,light blue,"solid color, no pattern",Knot detail with single shoulder strap,shoulder strap carry
p1187,shoes,tan colorblock casual shoes,Unisex,lace-up casual shoes,flat style,suede,tan with off-white detail,"solid color, no pattern",lace-up+brand logo,Lace-up closure
p1188,inner_top,light blue ruffle-trim shirt,Unisex,long-sleeve shirt,loose silhouette,cotton fabric,light blue,ruffle texture,Single-breasted with ruffle trim,Button closure
p1189,mid_layer_top,off-white mock-neck knit top,Unisex,mock-neck long-sleeve knit top,slim fit,knit fabric,off-white,ribbed texture,mock neck+ribbed hem,Pullover
p1190,bottom,dark gray high-waisted maxi skirt,Unisex,high-waisted maxi skirt,loose skirt silhouette,knit fabric,dark gray,"solid color, no pattern",high-waisted+elastic waist,elastic waist + pull-on
p1191,shoes,black patent leather buckle flats,Unisex,buckle flats,low-heel shoe silhouette,patent leather,black,"solid color, no pattern",Buckle with square toe,Slip-on style
p1192,mid_layer_top,dark gray contrast-trim knit vest,Unisex,V-neck knit vest,sleeveless silhouette,knit fabric,dark gray with white trim,"solid color, no pattern",V-neck with logo detail,Pullover
p1193,inner_top,light blue striped bow-tie shirt,Unisex,long-sleeve shirt,loose silhouette,cotton fabric,light blue with striped detail,striped pattern,bow tie+single-breasted,Button closure
p1194,accessory,dark gray high-waisted midi skirt,Unisex,high-waisted midi skirt,loose skirt silhouette,cotton fabric,dark gray,"solid color, no pattern",high-waisted+pleated design,Zipper and button closure
p1195,shoes,black multi-buckle knee-high boots,Unisex,knee-high boots,boot silhouette,leather fabric,black,"solid color, no pattern",Multi-buckle with lace-up design,Slip-on style
p1196,outerwear,dark blue contrast-collar denim jacket,Unisex,collared button-up jacket,loose cropped fit,denim and suede,dark blue with brown collar,"solid color, no pattern",lapel+single-breasted+patch pockets,Button closure
p1197,mid_layer_top,off-white mock-neck knit top,Unisex,mock-neck long-sleeve knit top,slim fit,knit fabric,off-white,ribbed texture,mock neck+ribbed hem,Pullover
