itemID,title,gender,style,outline,materials,color,pattern,detail,donningdoffing,URL link
p503,简约短袖T恤,男款,日常休闲短袖T恤,宽松版型,棉质面料,浅灰色,纯色简约款,棉氨混纺柔软弹韧，宽松版型适配春夏通勤、休闲场景,套头式,https://item.taobao.com/item.htm?id=896425687652&mi_id=0000-1ywEsGfXBP2jvEfaahY1pXSUqyU0McuOLuwyryuPos&spm=a21xtw.29178619.0.0
p504,破洞牛仔裤,男款,复古休闲破洞牛仔裤,直筒版型,牛仔面料,浅蓝做旧色,破洞装饰款,棉氨混纺增强弹性，破洞工艺强化复古风格，直筒版型适配多数身形,拉链式,https://item.taobao.com/item.htm?ft=t&id=884680596834&pisk=gj0nYDGeSDrI1YWwoTzBYqy2cgwusya7UYQ8ezeybRys9adI9cVreAOWOyhzEYDTCXQJOXnGZjMiEuOQe8yoebop6ELxOXa7zzvvkEC5L1LsKTzPzQSaGWRTTAFVYEz7zKplXarBozMnFIT1afRgw7FPLYyP7ly_wMyrUJrNQSVbz8krUP8aGSBzTMzP7Ny_TT7zaalN7WFAUwyrUlRgZSazUYresfy_azyr_v7zn4us7LnM0KhbE3iUtk2qTJlKtV-84MG8IcoquWcg1Xo5zaugtkgioYFbwknrGogKsUb_Jjma7ShB-N4qTSDLBx8VSPlt_YEjfL_YfA0uD2rCaIyqRfub7lL2ifuspXgiw_8z6xeZO2zkuIa38Jzg14p188mZ42EQP9JYAboiIW4V4DIN0VJdPbieHgs7Y5NgHPv0jTsN8LhXsCjXAkP_9K3JsgbCha7DWCAG0RZU1WhO.&spm=pc_detail.30350276.202205.4.173452e1v0vAvC
p505,格纹丝巾,通用款,日常装饰格纹丝巾,装饰配饰型,棉质面料,棕黄格纹色,格纹装饰款,桑蚕丝质感柔滑，格纹图案增强氛围感，适配多风格穿搭,系绑式,https://item.taobao.com/item.htm?ft=t&id=884680596834&pisk=gj0nYDGeSDrI1YWwoTzBYqy2cgwusya7UYQ8ezeybRys9adI9cVreAOWOyhzEYDTCXQJOXnGZjMiEuOQe8yoebop6ELxOXa7zzvvkEC5L1LsKTzPzQSaGWRTTAFVYEz7zKplXarBozMnFIT1afRgw7FPLYyP7ly_wMyrUJrNQSVbz8krUP8aGSBzTMzP7Ny_TT7zaalN7WFAUwyrUlRgZSazUYresfy_azyr_v7zn4us7LnM0KhbE3iUtk2qTJlKtV-84MG8IcoquWcg1Xo5zaugtkgioYFbwknrGogKsUb_Jjma7ShB-N4qTSDLBx8VSPlt_YEjfL_YfA0uD2rCaIyqRfub7lL2ifuspXgiw_8z6xeZO2zkuIa38Jzg14p188mZ42EQP9JYAboiIW4V4DIN0VJdPbieHgs7Y5NgHPv0jTsN8LhXsCjXAkP_9K3JsgbCha7DWCAG0RZU1WhO.&spm=pc_detail.30350276.202205.4.173452e1v0vAvC
p506,层次牛皮方头德比鞋,男款,韩系优雅通勤德比鞋,低帮厚底版型,皮质面料,黑色,方头厚底款,层次牛皮工艺呈现质感肌理，方头设计适配韩系风格，厚底平衡舒适与造型感，适配日常通勤轻商务场景,系带式,https://item.taobao.com/item.htm?abbucket=18&id=882981772490&mi_id=0000GQRHq8RUjsX3pWqccxeukRW2MrtkiIr6cgK7pnBXAGo&ns=1&priceTId=214781e517663393213276298e16c0&skuId=5723603565010&spm=a21n57.imgsearch.item.31&utparam=%7B%22aplus_abtest%22%3A%22c3198927e3ba7a7cfcdbac53b1648e4d%22%7D&xxc=taobaoSearch
p507,工装风连帽夹克,男款,户外工装连帽夹克,宽松版型,棉质面料,深棕色,工装简约款,尼龙保障防水耐磨，多口袋设计增强实用性，连帽版型适配户外场景,纽扣式,https://item.taobao.com/item.htm?id=896430819447&mi_id=0000WyN6DGzNQzOVP9iJBP-n9YOwIjvChIsYS1cuWpFyEV4&spm=a21xtw.29178619.0.0
p508,针织背心,男款,日常休闲针织背心,宽松版型,棉质面料,深灰色,纯色简约款,羊毛羊绒混纺保暖柔软，无袖设计适配多场景叠穿,套头式,https://item.taobao.com/item.htm?id=897134341058&mi_id=0000oFUnqvmYq6xghRhD1gRT047vEbvsnqtGqmyHKVPj3nc&spm=a21xtw.29178619.0.0
p509,工装风休闲短裤,男款,户外工装休闲短裤,阔腿版型,棉质面料,深黑色,工装阔腿款,棉涤混纺耐磨抗皱，立体口袋适配户外收纳，抽绳腰头适配不同身形,抽绳式,https://item.taobao.com/item.htm?id=896692978542&mi_id=0000JuBdIAVK3SpLRHafKhW1YHKfJzGAgYI6joS4ohn6ikQ&spm=a21xtw.29178619.0.0
p510,绒面单肩包,通用款,日常休闲绒面单肩包,中容量包型,皮质面料,棕褐色,简约单肩款,羊猄绒质感柔滑，金属扣设计增强实用性，适配日常休闲场景,单肩式,https://item.taobao.com/item.htm?abbucket=18&id=981636610858&mi_id=0000J2ZtbILB5xi-OwtNqFD8-51FCfjv0eP24Jaf2joUyfc&ns=1&priceTId=2147811117663832803715606e0e8a&skuId=6152226791461&spm=a21n57.imgsearch.item.5&utparam=%7B%22aplus_abtest%22%3A%227afdb9b84b35c004f8d28f004a75c4f4%22%7D&xxc=taobaoSearch
p511,黑色长袜,通用款,日常搭配长袜,中筒版型,棉质面料,黑色,纯色简约款,棉氨混纺柔软弹韧，中筒设计适配多鞋型搭配,直接穿戴,https://detail.tmall.com/item.htm?ali_refid=a3_420434_1006%3A2473756764%3AH%3Ax1tal0lqu0DLrV9mqeXTAg%3D%3D%3A722564fc94b2f0b0dda469b4852e56ea&ali_trackid=318_722564fc94b2f0b0dda469b4852e56ea&id=947736625102&mi_id=0000X_uw7OEs_IV2bUM8fRyz1xnawyt0P5n45F-gctxFK_k&mm_sceneid=0_0_7533366277_0&priceTId=214781e517663404981782952e16c0&skuId=6022077698859&spm=a21n57.1.hoverItem.2&utparam=%7B%22aplus_abtest%22%3A%22e3b0870ae3170243bb57334366219c9b%22%7D&xxc=ad_ztc
p512,层次牛皮方头德比鞋,男款,韩系优雅通勤德比鞋,低帮厚底版型,皮质面料,黑色,方头厚底款,层次牛皮工艺呈现质感肌理，方头设计适配韩系风格，厚底平衡舒适与造型感，适配日常通勤轻商务场景,系带式,https://item.taobao.com/item.htm?abbucket=18&id=882981772490&mi_id=0000GQRHq8RUjsX3pWqccxeukRW2MrtkiIr6cgK7pnBXAGo&ns=1&priceTId=214781e517663393213276298e16c0&skuId=5723603565010&spm=a21n57.imgsearch.item.31&utparam=%7B%22aplus_abtest%22%3A%22c3198927e3ba7a7cfcdbac53b1648e4d%22%7D&xxc=taobaoSearch
p513,工装风连帽夹克,男款,户外工装连帽夹克,宽松版型,棉质面料,浅卡其色,工装简约款,尼龙材质轻便防水，多口袋设计强化实用性，连帽版型适配户外休闲,纽扣式,https://item.taobao.com/item.htm?id=896430819447&mi_id=0000WyN6DGzNQzOVP9iJBP-n9YOwIjvChIsYS1cuWpFyEV4&spm=a21xtw.29178619.0.0
p514,格纹长袖衬衫,男款,日常休闲格纹衬衫,宽松版型,棉质面料,黑灰格纹色,格纹装饰款,棉锦混纺透气挺括，宽松版型适配日常休闲，可单穿内搭,纽扣式,https://item.taobao.com/item.htm?id=883731567376&mi_id=00007Yr6D9nH6P3ZxhsLhTpYpI8FHgr-foEodKo_5hd_hXI&spm=a21xtw.29178619.0.0&sku_properties=1627207%3A36585076091
p515,工装风休闲短裤,男款,户外工装休闲短裤,阔腿版型,棉质面料,深黑色,工装阔腿款,棉涤混纺耐磨抗皱，立体口袋适配户外物品收纳，抽绳腰头增强适配性,抽绳式,https://item.taobao.com/item.htm?id=896692978542&mi_id=0000JuBdIAVK3SpLRHafKhW1YHKfJzGAgYI6joS4ohn6ikQ&spm=a21xtw.29178619.0.0
p516,纯色围巾,通用款,秋冬保暖围巾,装饰保暖型,羊毛面料,深棕色,纯色简约款,羊毛羊绒混纺保暖柔软，简约版型适配秋冬多风格穿搭,系绑式,https://item.taobao.com/item.htm?abbucket=18&id=976163598355&mi_id=00006wB2UnN8vmuR1jjklEk9i1gm1VL8mO0jfuF_I75ORbA&ns=1&priceTId=2147811117663834632318697e0e8a&skuId=5931554641513&spm=a21n57.1.hoverItem.33&utparam=%7B%22aplus_abtest%22%3A%2201c467682d00f187f16c4a81c0d7163f%22%7D&xxc=taobaoSearch
p517,黑色长袜,通用款,日常搭配长袜,中筒版型,棉质面料,黑色,纯色简约款,棉氨混纺柔软弹韧，中筒设计适配皮鞋、靴子等多鞋型搭配,直接穿戴,https://detail.tmall.com/item.htm?ali_refid=a3_420434_1006%3A2473756764%3AH%3Ax1tal0lqu0DLrV9mqeXTAg%3D%3D%3A722564fc94b2f0b0dda469b4852e56ea&ali_trackid=318_722564fc94b2f0b0dda469b4852e56ea&id=947736625102&mi_id=0000X_uw7OEs_IV2bUM8fRyz1xnawyt0P5n45F-gctxFK_k&mm_sceneid=0_0_7533366277_0&priceTId=214781e517663404981782952e16c0&skuId=6022077698859&spm=a21n57.1.hoverItem.2&utparam=%7B%22aplus_abtest%22%3A%22e3b0870ae3170243bb57334366219c9b%22%7D&xxc=ad_ztc
p518,高帮厚底靴,男款,潮流高帮厚底靴,高帮厚底版型,皮质面料,黑色,纯色简约款,头层牛皮保障质感，合成革增强耐用性，厚底设计强化潮流属性，适配秋冬穿搭,系带式,https://item.taobao.com/item.htm?abbucket=18&id=935060910850&mi_id=0000ATdudJ80g-OSmxjeiT9xIcEp2APkt1Fs08qgrXsxjYM&ns=1&priceTId=214784ca17663859367148049e123c&skuId=5825484512800&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22066a1d5f6a282e2a89c8ff9b86d3db8d%22%7D&xxc=taobaoSearch
p519,机能风长款风衣,男款,户外机能长款风衣,长款版型,棉质面料,深棕色,机能简约款,尼龙材质防水耐磨，抽绳细节适配不同身形，长款版型增强保暖性,纽扣式,https://item.taobao.com/item.htm?id=896700358908&mi_id=0000JbiuZ1vpgExX_XHPOEwJaVgGVlbNGJoNPiGmEKUdtKg&spm=a21xtw.29178619.0.0
p520,针织背心,男款,日常休闲针织背心,宽松版型,棉质面料,深灰色,纯色简约款,羊毛羊绒混纺保暖柔软，无袖设计适配衬衫、T恤等内搭场景,套头式,https://item.taobao.com/item.htm?id=897134341058&mi_id=0000oFUnqvmYq6xghRhD1gRT047vEbvsnqtGqmyHKVPj3nc&spm=a21xtw.29178619.0.0
p521,抽绳休闲裤,男款,日常休闲抽绳裤,阔腿版型,棉质面料,深黑色,抽绳装饰款,涤棉混纺垂坠抗皱，抽绳腰头适配不同腰围，阔腿版型修饰腿型,抽绳式,https://item.taobao.com/item.htm?id=897531000937&ns=1&abbucket=18&xxc=taobaoSearch&mi_id=0000_l2iDRi_w6G9k8qZTCFBGnK8bQ_yf4KT38BKkqarJJc&skuId=5748951632749&priceTId=2147802217685554854055454e1089&utparam=%7B%22aplus_abtest%22%3A%2204e82b1c33b2b59b5ac51b320a77fbc0%22%7D&spm=a21n57.imgsearch.item.1
p522,层次牛皮方头德比鞋,男款,韩系优雅通勤德比鞋,低帮厚底版型,皮质面料,黑色,方头厚底款,层次牛皮工艺呈现质感肌理，方头设计适配韩系风格，厚底平衡舒适与造型感，适配日常通勤轻商务场景,系带式,https://item.taobao.com/item.htm?abbucket=18&id=882981772490&mi_id=0000GQRHq8RUjsX3pWqccxeukRW2MrtkiIr6cgK7pnBXAGo&ns=1&priceTId=214781e517663393213276298e16c0&skuId=5723603565010&spm=a21n57.imgsearch.item.31&utparam=%7B%22aplus_abtest%22%3A%22c3198927e3ba7a7cfcdbac53b1648e4d%22%7D&xxc=taobaoSearch
p523,简约长款风衣,男款,通勤简约长款风衣,长款版型,棉质面料,浅卡其色,纯色简约款,涤棉混纺挺括抗皱，长款版型增强氛围感，适配通勤、日常休闲,纽扣式,https://item.taobao.com/item.htm?id=896700358908&mi_id=0000JbiuZ1vpgExX_XHPOEwJaVgGVlbNGJoNPiGmEKUdtKg&spm=a21xtw.29178619.0.0
p524,撞色领针织毛衣,男款,秋冬撞色领针织毛衣,宽松版型,针织面料,深海军蓝,撞色装饰款,羊毛腈纶混纺保暖耐磨，撞色领设计提升细节层次，适配秋冬内搭,套头式,https://item.taobao.com/item.htm?id=884377277944&mi_id=0000SDltIkv1u0fROMqJG8CIvmRd9tdnnwOh3l55TLZhFuI&spm=a21xtw.29178619.0.0
p525,工装风休闲裤,男款,户外工装休闲裤,阔腿版型,棉质面料,浅卡其色,工装简约款,棉涤混纺耐磨抗皱，立体口袋适配户外物品收纳，抽绳腰头增强实用性,抽绳式,https://item.taobao.com/item.htm?id=897531000937&mi_id=0000lp23NR1c3ao3hvxyRMXxJliit1DiaQK4mJiMnMu0h0U&spm=a21xtw.29178619.0.0
p526,绒面单肩包,通用款,日常休闲绒面单肩包,中容量包型,皮质面料,棕褐色,纯色简约款,羊猄绒质感柔滑，金属扣设计增强实用性，单肩背法适配日常出行,单肩式,https://item.taobao.com/item.htm?abbucket=18&id=981636610858&mi_id=0000J2ZtbILB5xi-OwtNqFD8-51FCfjv0eP24Jaf2joUyfc&ns=1&priceTId=2147811117663832803715606e0e8a&skuId=6152226791461&spm=a21n57.imgsearch.item.5&utparam=%7B%22aplus_abtest%22%3A%227afdb9b84b35c004f8d28f004a75c4f4%22%7D&xxc=taobaoSearch
p527,层次牛皮方头德比鞋,男款,韩系优雅通勤德比鞋,低帮厚底版型,皮质面料,黑色,方头厚底款,层次牛皮工艺呈现质感肌理，方头设计适配韩系风格，厚底平衡舒适与造型感，适配日常通勤轻商务场景,系带式,https://item.taobao.com/item.htm?abbucket=18&id=882981772490&mi_id=0000GQRHq8RUjsX3pWqccxeukRW2MrtkiIr6cgK7pnBXAGo&ns=1&priceTId=214781e517663393213276298e16c0&skuId=5723603565010&spm=a21n57.imgsearch.item.31&utparam=%7B%22aplus_abtest%22%3A%22c3198927e3ba7a7cfcdbac53b1648e4d%22%7D&xxc=taobaoSearch
p528,收腰双排扣风衣,男款,通勤收腰双排扣风衣,长款版型,棉质面料,浅灰褐色,双排扣装饰款,羊毛聚酯混纺保暖挺括，收腰设计修饰身形，双排扣增强复古感,纽扣式,https://item.taobao.com/item.htm?id=884383325263&mi_id=0000MhGYEtxoe73QzYiOMP_gKIOtlKYR6AcKFhHlxyTLEws&spm=a21xtw.29178619.0.0
p529,针织背心,男款,日常休闲针织背心,宽松版型,棉质面料,深灰色,纯色简约款,羊毛羊绒混纺保暖柔软，无袖设计适配衬衫、T恤等内搭，提升穿搭层次感,套头式,https://item.taobao.com/item.htm?id=897134341058&mi_id=0000oFUnqvmYq6xghRhD1gRT047vEbvsnqtGqmyHKVPj3nc&spm=a21xtw.29178619.0.0
p530,垂坠休闲裤,男款,通勤垂坠休闲裤,阔腿版型,棉质面料,浅灰褐色,纯色简约款,聚酯粘纤混纺垂坠抗皱，阔腿版型修饰腿型，适配轻商务、日常休闲场景,拉链式,https://item.taobao.com/item.htm?id=884687056419&mi_id=0000DOjylkTyi9awj_vzuxAyVUoacSIbcGVIeMQ3NSC5AoE&spm=a21xtw.29178619.0.0
p531,层次牛皮方头德比鞋,男款,韩系优雅通勤德比鞋,低帮厚底版型,皮质面料,黑色,方头厚底款,层次牛皮工艺呈现质感肌理，方头设计适配韩系风格，厚底平衡舒适与造型感，适配日常通勤轻商务场景,系带式,https://item.taobao.com/item.htm?abbucket=18&id=882981772490&mi_id=0000GQRHq8RUjsX3pWqccxeukRW2MrtkiIr6cgK7pnBXAGo&ns=1&priceTId=214781e517663393213276298e16c0&skuId=5723603565010&spm=a21n57.imgsearch.item.31&utparam=%7B%22aplus_abtest%22%3A%22c3198927e3ba7a7cfcdbac53b1648e4d%22%7D&xxc=taobaoSearch
p532,收腰长款风衣,男款,通勤收腰长款风衣,长款版型,棉质面料,黑色,纯色简约款,羊毛聚酯混纺保暖挺括，收腰设计修饰身形，长款版型增强氛围感与保暖性,纽扣式,https://item.taobao.com/item.htm?id=884383325263&mi_id=0000MhGYEtxoe73QzYiOMP_gKIOtlKYR6AcKFhHlxyTLEws&spm=a21xtw.29178619.0.0
p533,镂空针织背心,男款,休闲镂空针织背心,宽松版型,针织面料,浅灰色,镂空装饰款,羊毛腈纶混纺保暖透气，镂空纹理提升设计感，适配衬衫、T恤等内搭,纽扣式,https://item.taobao.com/item.htm?id=884349725257&mi_id=0000Vu1oJwkgECvk2hAzs7VmNXx2K2V2DsqJrfUIzFc4mTk&spm=a21xtw.29178619.0.0
p534,撞边针织毛衣,男款,秋冬撞边针织毛衣,宽松版型,针织面料,黑色,撞边装饰款,羊毛羊绒混纺保暖柔软，袖口撞边设计提升细节层次，适配秋冬日常穿搭,套头式,https://item.taobao.com/item.htm?id=884377277944&mi_id=0000SDltIkv1u0fROMqJG8CIvtiHzZN-gZLKsy8MH0I3oi4&spm=a21xtw.29178619.0.0
p535,垂坠休闲短裤,男款,春夏垂坠休闲短裤,阔腿版型,棉质面料,黑色,纯色简约款,聚酯粘纤混纺垂坠抗皱，阔腿版型适配春夏休闲，修饰腿型,抽绳式,https://item.taobao.com/item.htm?id=884687056419&mi_id=0000DOjylkTyi9awj_vzuxAyVUoacSIbcGVIeMQ3NSC5AoE&spm=a21xtw.29178619.0.0
p536,黑色长袜,通用款,日常搭配长袜,中筒版型,棉质面料,黑色,纯色简约款,棉氨混纺柔软弹韧，中筒设计适配皮鞋、穆勒鞋等多鞋型，增强穿搭整体性,直接穿戴,https://detail.tmall.com/item.htm?ali_refid=a3_420434_1006%3A2473756764%3AH%3Ax1tal0lqu0DLrV9mqeXTAg%3D%3D%3A722564fc94b2f0b0dda469b4852e56ea&ali_trackid=318_722564fc94b2f0b0dda469b4852e56ea&id=947736625102&mi_id=0000X_uw7OEs_IV2bUM8fRyz1xnawyt0P5n45F-gctxFK_k&mm_sceneid=0_0_7533366277_0&priceTId=214781e517663404981782952e16c0&skuId=6022077698859&spm=a21n57.1.hoverItem.2&utparam=%7B%22aplus_abtest%22%3A%22e3b0870ae3170243bb57334366219c9b%22%7D&xxc=ad_ztc
p537,厚底德比鞋,男款,意式手工休闲皮鞋,厚底圆头版型,皮质面料,黑色,厚底圆头款,意式手工工艺呈现细腻质感，厚底设计强化造型层次，头层牛皮兼具舒适与耐用性，适配秋冬日常休闲轻商务场景,系带式,https://item.taobao.com/item.htm?abbucket=18&id=747622088372&mi_id=0000WHcrxAOuV5fn74F3-okG2SFVkg8YWq9PBYoYcxS7RGI&ns=1&priceTId=2147811117663827463553166e0e8a&skuId=5159923373410&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%226549c0b38148d00f2d62b5cc7c81d99a%22%7D&xxc=taobaoSearch
p538,镂空针织背心,男款,休闲镂空针织背心,宽松版型,针织面料,浅灰色,镂空装饰款,羊毛腈纶混纺保暖透气，镂空纹理提升精致感，纽扣设计方便穿脱，适配多内搭场景,纽扣式,https://item.taobao.com/item.htm?id=884349725257&mi_id=0000Vu1oJwkgECvk2hAzs7VmNXx2K2V2DsqJrfUIzFc4mTk&spm=a21xtw.29178619.0.0
p539,简约短袖T恤,男款,日常休闲短袖T恤,宽松版型,棉质面料,浅灰色,纯色简约款,棉氨混纺柔软弹韧，宽松版型适配春夏日常，可单穿作为内搭,套头式,https://item.taobao.com/item.htm?abbucket=18&id=884689820109&mi_id=0000sduAqHy9CRk1RamhwOtcxxI4I-Cu-nNOts1I9vvzW-0&ns=1&priceTId=214781e517663398008267290e16c0&skuId=5996718788661&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%226639cbca7ac5e23aa7426170ca5589b7%22%7D&xxc=taobaoSearch
p540,工装风牛仔裤,男款,户外工装牛仔裤,直筒版型,棉质面料,深灰色,工装简约款,棉氨混纺增强弹性，立体口袋适配户外收纳，直筒版型适配多数身形,拉链式,https://item.taobao.com/item.htm?id=883723843828&pisk=gtaox7NPouoSJppVSpu54ybAz1Dhm4gILJLKp2HF0xkbweC7wocUp-1CN4FEKJ2xh7LdN7EDt5w0KD1Spvk3pWrRMNQTN7gI82XOWNFj0ksaEU-ra6-qwXfxa-hw4NuI8OBHDeo5S2wudvlyaS5m9XhETJkE3jkj9v8zLYo23fcs8vyULxlqTbxyz0uE3nkjap8yzDk2gfGBLX8ULq5mOxkE80yUgscI3vlaMekg8raVpu-bRaicszcoqAPrU7F7uaiWVSDmIAzoZSDaaWTe8rcoVr4gpfGK2kPsfzFc-Eg8souq67_koVPrs8HYQN8muSF4pcZfdFnbnymTz0OF_Az7gPgqDN5ggrw8NrVpTwlYBxP7z2bN140rUqcbJtTrKorUy0gBUOn7To2mZVSzvn-auTLQOuW9AHirGjDtoOmDdn8Pp51cihsS4jGRByCDxU968FbAisxZh0ljwSC..&spm=pc_detail.30350276.202205.1.13fa7dd6cvClrf
p541,厚底德比鞋,男款,意式手工休闲皮鞋,厚底圆头版型,皮质面料,黑色,厚底圆头款,意式手工工艺呈现细腻质感，厚底设计强化造型层次，头层牛皮兼具舒适与耐用性，适配秋冬日常休闲轻商务场景,系带式,https://item.taobao.com/item.htm?abbucket=18&id=747622088372&mi_id=0000WHcrxAOuV5fn74F3-okG2SFVkg8YWq9PBYoYcxS7RGI&ns=1&priceTId=2147811117663827463553166e0e8a&skuId=5159923373410&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%226549c0b38148d00f2d62b5cc7c81d99a%22%7D&xxc=taobaoSearch
p542,绗缝休闲夹克,男款,秋冬绗缝休闲夹克,宽松版型,棉质面料,黑色,绗缝简约款,聚酯锦纶混纺防风，羽绒填充增强保暖性，多口袋设计提升实用性,拉链式,https://item.taobao.com/item.htm?id=884720492410&mi_id=0000xRh2NrygY_F8ZZD5eHW3CWhFpGoumjbqpWO5QBYrnHg&spm=a21xtw.29178619.0.0
p543,简约纯色百搭长袖T恤,男款,休闲风基础上衣,标准型,针织面料,黑色,圆领款,纯色打底，适配风格叠穿，可单穿搭配配饰，面料舒适亲肤，常规衣长,套头式,https://item.taobao.com/item.htm?id=883963270224&mi_id=0000y0DRIubdE2ptfaIm3IBS4JBFtMa33GEfHDSxRGYnNs4&spm=a21xtw.29178619.0.0
p544,工装风休闲裤,男款,户外工装休闲裤,直筒版型,棉质面料,深灰色,工装简约款,棉涤混纺耐磨抗皱，立体口袋适配户外收纳，直筒版型适配多数身形,拉链式,https://item.taobao.com/item.htm?id=883723843828&pisk=gtaox7NPouoSJppVSpu54ybAz1Dhm4gILJLKp2HF0xkbweC7wocUp-1CN4FEKJ2xh7LdN7EDt5w0KD1Spvk3pWrRMNQTN7gI82XOWNFj0ksaEU-ra6-qwXfxa-hw4NuI8OBHDeo5S2wudvlyaS5m9XhETJkE3jkj9v8zLYo23fcs8vyULxlqTbxyz0uE3nkjap8yzDk2gfGBLX8ULq5mOxkE80yUgscI3vlaMekg8raVpu-bRaicszcoqAPrU7F7uaiWVSDmIAzoZSDaaWTe8rcoVr4gpfGK2kPsfzFc-Eg8souq67_koVPrs8HYQN8muSF4pcZfdFnbnymTz0OF_Az7gPgqDN5ggrw8NrVpTwlYBxP7z2bN140rUqcbJtTrKorUy0gBUOn7To2mZVSzvn-auTLQOuW9AHirGjDtoOmDdn8Pp51cihsS4jGRByCDxU968FbAisxZh0ljwSC..&spm=pc_detail.30350276.202205.1.13fa7dd6cvClrf
p545,厚底德比鞋,男款,意式手工休闲皮鞋,厚底圆头版型,皮质面料,黑色,厚底圆头款,意式手工工艺呈现细腻质感，厚底设计强化造型层次，头层牛皮兼具舒适与耐用性，适配秋冬日常休闲轻商务场景,系带式,https://item.taobao.com/item.htm?abbucket=18&id=747622088372&mi_id=0000WHcrxAOuV5fn74F3-okG2SFVkg8YWq9PBYoYcxS7RGI&ns=1&priceTId=2147811117663827463553166e0e8a&skuId=5159923373410&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%226549c0b38148d00f2d62b5cc7c81d99a%22%7D&xxc=taobaoSearch
p546,绗缝休闲夹克,男款,秋冬绗缝休闲夹克,宽松版型,棉质面料,深棕色,绗缝简约款,聚酯锦纶混纺防风，羽绒填充增强保暖性，绗缝纹理提升设计感,拉链式,https://item.taobao.com/item.htm?id=884720492410&mi_id=0000xRh2NrygY_F8ZZD5eHW3CWhFpGoumjbqpWO5QBYrnHg&spm=a21xtw.29178619.0.0
p547,简约纯色百搭长袖T恤,男款,休闲风基础上衣,标准型,针织面料,黑色,圆领款,纯色打底，适配风格叠穿，可单穿搭配配饰，面料舒适亲肤，常规衣长,套头式,https://item.taobao.com/item.htm?id=883963270224&mi_id=0000y0DRIubdE2ptfaIm3IBS4JBFtMa33GEfHDSxRGYnNs4&spm=a21xtw.29178619.0.0
p548,垂坠休闲短裤,男款,春夏垂坠休闲短裤,阔腿版型,棉质面料,黑色,纯色简约款,聚酯粘纤混纺垂坠抗皱，阔腿版型修饰腿型，适配春夏日常休闲,抽绳式,https://item.taobao.com/item.htm?id=884687056419&mi_id=0000DOjylkTyi9awj_vzuxAyVUoacSIbcGVIeMQ3NSC5AoE&spm=a21xtw.29178619.0.0
p549,绒面单肩包,通用款,日常休闲绒面单肩包,中容量包型,皮质面料,棕褐色,纯色简约款,羊猄绒质感柔滑，金属扣设计增强实用性，单肩背法适配日常出行,单肩式,https://detail.tmall.com/item.htm?abbucket=18&id=886521392179&mi_id=0000QxiqgewZ3cKg7k28Lc0ugXZ_knj1hLrR2w_mzRZuqps&ns=1&priceTId=21504a2b17663885069908271e122f&skuId=5729168373877&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2203b7fa472dcc510a67b3afae7326a6bc%22%7D&xxc=taobaoSearch
p550,高帮厚底靴,男款,潮流高帮厚底靴,高帮厚底版型,皮质面料,黑色,纯色简约款,头层牛皮保障质感，合成革增强耐用性，厚底设计强化潮流属性，适配秋冬穿搭,拉链式,https://item.taobao.com/item.htm?abbucket=18&id=935060910850&mi_id=0000ATdudJ80g-OSmxjeiT9xIcEp2APkt1Fs08qgrXsxjYM&ns=1&priceTId=214784ca17663859367148049e123c&skuId=5825484512800&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22066a1d5f6a282e2a89c8ff9b86d3db8d%22%7D&xxc=taobaoSearch
p551,渐变牛仔夹克,男款,复古渐变牛仔夹克,宽松版型,牛仔面料,浅蓝渐变色,渐变装饰款,棉氨混纺增强弹性，渐变工艺强化复古感，贴袋设计提升实用性,纽扣式,https://item.taobao.com/item.htm?id=884717720552&mi_id=0000t_xMzq76hvzPjubKLJKnhX05wRVWJT29Wd-0Vj-IpIQ&spm=a21xtw.29178619.0.0
p552,撞边针织毛衣,男款,秋冬撞边针织毛衣,宽松版型,针织面料,深海军蓝,撞边装饰款,羊毛羊绒混纺保暖柔软，领口、袖口撞边设计提升细节层次，适配秋冬内搭,套头式,https://item.taobao.com/item.htm?id=884377277944&mi_id=0000SDltIkv1u0fROMqJG8CIvmRd9tdnnwOh3l55TLZhFuI&spm=a21xtw.29178619.0.0
